trigger,direction,signal_def
F0,SHORT,Slope_EMA_LT:hi + Micro_VPIN:lo + RangeOsc_State:==-1
F0,SHORT,Slope_EMA_ST:hi + Micro_MicroGap:hi + OBVf_Signal:==1
F0,SHORT,Slope_EMA_ST:hi + Slope_Accel_ST:hi + VA_Position:hi
F0,SHORT,Slope_EMA_ST:lo + Micro_ThrustEff:hi + ADX_Value:lo
F0,SHORT,Slope_EMA_ST:lo + OBV_Velocity:hi + Micro_BarOverlap:lo
F0,SHORT,Sqz_Val:hi + Micro_OrderFlowDelta:hi + Session_High_Dist_ATR:hi
F0,SHORT,Sqz_Val:hi + Micro_TickIntensity:hi + Session_High_Dist_ATR:hi
F0,SHORT,Sqz_Val:hi + Volume_Avg_10:hi + PrevDay_Close_Dist_ATR:hi
F0,SHORT,Volume_Avg_10:hi + Body_Size:hi + VWAP_Sigma:lo
F0,SHORT,Volume_Ratio_10:hi + VWAP_Sigma:hi + RangeOsc_State:==-2
F0,SHORT,Volume_Ratio_10:lo + Micro_RollProxy:lo + Volume:hi
