bar,time,direction,depth_q,admissible_nA,admitted,capped,slots,distinct_conds,distinct_vars,conds_per_slot,vars_per_slot,eH_conds,eH_vars,bar_pnl,loss_event,cond_set,sig_set,ADX_Value,ATR_1M,Volume,Micro_Hurst,Micro_FailedBreak,D2D_Trend_Dir,AT_Slope_ST,exp_conds_random,exp_vars_random
61242,2026.03.23 20:33,LONG,7,7,7,0,21,14,14,0.6667,0.6667,12.904,12.904,290.5,0,AT_Regime_ST:==1|Bars_Since_Flip:hi|D2D_Signal:==1|Efficiency_Ratio:hi|Micro_PriceAccel:hi|Micro_VPIN:lo|OBV_Macd:lo|PoC_Side:==1|Round_500_Dist_ATR:lo|Slope_Accel_LT:hi|Upper_Wick:hi|VA_Position:hi|VWAP_Sigma:hi|Volume_Ratio_10:hi,54|55|108|122|131|132|180,17.76008028323765,74.179059,318,0.404678,1.038029,1,-3.2e-05,18.856446644718016,18.199528660922656
61385,2026.03.23 22:56,SHORT,3,3,3,0,9,6,6,0.6667,0.6667,5.349,5.349,47.7,0,Bar_Range:hi|Micro_BarEntropy:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|PrevDay_Low_Dist_ATR:hi|Session_High_Dist_ATR:lo,210|240|253,27.74437758211884,31.453679,253,0.523449,-0.842509,-1,-0.000148,8.803955007256892,8.681536388140161
62396,2026.03.24 17:02,LONG,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,138.8,0,AT_Regime_LT:==1|AT_Score_LT:lo|Body_Size:hi|D2D_Signal:==1|Micro_RangeAccel:hi|MultiDay_Position:hi|PoC_Side:==1|Round_1000_Dist_ATR:lo|Slope_Accel_LT:hi|Upper_Wick:hi,10|11|143|180,23.520617069831687,62.83009,375,0.306093,0.994746,1,0.000178,11.345701020588308,11.143020262773083
62400,2026.03.24 17:06,LONG,4,4,4,0,12,11,11,0.9167,0.9167,10.691,10.691,111.2,0,AT_Regime_LT:==1|AT_Score_LT:lo|AT_Slope_LT:lo|Body_Size:hi|Micro_FailedBreak:hi|Micro_MicroGap:lo|Micro_RangeAccel:lo|MultiDay_Position:hi|OR_High_Side:==-1|Round_1000_Dist_ATR:lo|Slope_Accel_LT:hi,8|10|15|143,27.54077184105917,51.269091,350,0.327624,0.984999,1,0.000247,11.345701020588308,11.143020262773083
62414,2026.03.24 17:20,LONG,7,7,7,0,21,13,13,0.619,0.619,11.308,11.308,104.3,0,AT_Regime_LT:==1|AT_Regime_ST:==1|D2D_ATR_MA:hi|Micro_VPIN:lo|Micro_VolOfVol:hi|MultiDay_Position:hi|OR_High_Side:==-1|OR_Low_Side:==-1|Round_1000_Dist_ATR:lo|ST_Flip_Event:==-1|Slope_Accel_LT:hi|Slope_Accel_ST:lo|Volume:hi,61|114|115|143|148|151|162,22.59105004844222,29.768156,364,0.466207,0.470301,1,-0.0,18.856446644718016,18.199528660922656
62416,2026.03.24 17:22,LONG,3,3,3,0,9,8,8,0.8889,0.8889,7.715,7.715,180.9,0,AT_Regime_LT:==1|AT_Regime_ST:==1|Micro_FractalDim:hi|MultiDay_Position:hi|OBV_Velocity:hi|OR_Low_Side:==-1|Round_1000_Dist_ATR:lo|Slope_Accel_LT:hi,134|143|148,20.43821270663357,55.261393,385,0.52974,-0.56097,1,-2.6e-05,8.665108670454496,8.56108508618842
62420,2026.03.24 17:26,LONG,5,5,5,0,15,13,13,0.8667,0.8667,12.469,12.469,136.5,0,AT_Regime_LT:==1|DailyOpen_Side:==-1|Lower_Wick:lo|Micro_FractalDim:hi|Micro_OrderFlowDelta:hi|Micro_Rejection:lo|MultiDay_Position:hi|OBV_Velocity:hi|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Side:==1|RangeOsc_Val:hi|Round_1000_Dist_ATR:lo,103|104|134|141|143,16.371519960014375,50.455492,372,0.30844,0.297292,1,9e-06,13.933964781772266,13.604790342516026
62557,2026.03.24 19:43,SHORT,4,4,4,0,12,9,9,0.75,0.75,8.485,8.485,71.2,0,Bar_Range:hi|DailyOpen_Side:==-1|Efficiency_Ratio:lo|Micro_BarEntropy:lo|Micro_Hurst:hi|OR_High_Side:==1|PrevDay_Close_Side:==-1|PrevDay_Low_Dist_ATR:hi|Session_High_Dist_ATR:lo,210|232|233|240,27.243342443615365,34.674437,280,0.502904,0.980549,-1,-0.00012,11.61144858072867,11.371771386700862
62562,2026.03.24 19:48,SHORT,5,3,3,0,15,12,12,0.8,0.8,10.978,10.978,42.0,0,Bar_Range:hi|D2D_Dynamic_Sensitivity:lo|Micro_BarEntropy:lo|Micro_BarOverlap:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|MultiDay_Position:hi|OR_High_Side:==1|PrevDay_Low_Dist_ATR:hi|RangeOsc_State:==2|Session_High_Dist_ATR:lo|Slope_Accel_LT:lo,210|225|240|243|253,21.748241327375936,28.396264,285,0.535144,-0.950829,-1,4.1e-05,14.358215859511613,13.967131712972364
62569,2026.03.24 19:55,SHORT,5,3,3,0,15,11,11,0.7333,0.7333,10.009,10.009,202.2,0,ATR_1M:hi|Bar_Range:hi|Micro_BarOverlap:lo|Micro_CSSpread:hi|Micro_HLAsymmetry:lo|Micro_Hurst:hi|MultiDay_Slope:hi|OR_High_Side:==1|PrevDay_Low_Dist_ATR:hi|RangeOsc_State:==2|Session_High_Dist_ATR:lo,191|192|210|243|253,15.951475715951664,39.092347,322,0.558523,-0.459169,-1,2.4e-05,14.358215859511613,13.967131712972364
62570,2026.03.24 19:56,SHORT,5,3,3,0,15,9,9,0.6,0.6,8.32,8.32,332.1,0,ATR_1M:hi|DailyOpen_Side:==-1|Efficiency_Ratio:lo|Micro_CSSpread:hi|Micro_HLAsymmetry:hi|MultiDay_Slope:hi|OR_High_Side:==1|PrevDay_Close_Side:==-1|RangeOsc_State:==2,191|192|232|233|252,15.65061393667188,47.380351,278,0.541649,0.212113,-1,1.9e-05,14.358215859511613,13.967131712972364
62578,2026.03.24 20:04,SHORT,3,3,3,0,9,6,6,0.6667,0.6667,5.349,5.349,74.7,0,Micro_BarEntropy:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_IBSP:lo|Micro_PriceAccel:hi|Session_High_Dist_ATR:lo,240|253|257,18.11614258393584,46.566633,364,0.567124,-0.429492,-1,-0.00012,8.803955007256892,8.681536388140161
62775,2026.03.24 23:21,LONG,5,5,5,0,15,13,13,0.8667,0.8667,12.469,12.469,660.0,0,ADX_Value:hi|AT_Regime_LT:==1|D2D_Dynamic_Sensitivity:lo|Micro_LogReturn:lo|Micro_MicroGap:lo|Micro_OrderFlowDelta:lo|Micro_WickImbalance:lo|MultiDay_Position:hi|OBV_Macd:lo|OR_High_Side:==0|Round_1000_Dist_ATR:lo|Session_Low_Dist_ATR:lo|Upper_Wick:hi,63|97|107|128|143,33.31353300269066,112.367108,478,0.450244,-0.244734,1,0.000243,13.933964781772266,13.604790342516026
63436,2026.03.25 11:37,SHORT,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,110.0,0,AT_Slope_LT:hi|Micro_BarOverlap:hi|Micro_HLAsymmetry:lo|Micro_IBSP:lo|Micro_PriceAccel:hi|OBVf_Signal:==1|PrevDay_Close_Dist_ATR:lo|PrevDay_High_Side:==1|Session_High_Dist_ATR:lo|VWAP_Side:==1,202|241|257|278,35.10576250809587,50.85321,313,0.415381,0.0,-1,6.3e-05,11.61144858072867,11.371771386700862
63628,2026.03.25 14:49,SHORT,4,4,4,0,12,9,9,0.75,0.75,8.123,8.123,135.6,0,AT_Regime_ST:==0|Bar_Range:hi|Lower_Wick:lo|Micro_Entropy:lo|Micro_RangeVelocity:lo|Micro_WickImbalance:lo|PrevDay_Close_Dist_ATR:lo|PrevDay_High_Side:==1|VWAP_Side:==1,211|244|269|278,32.6598314094496,61.528356,282,0.408039,0.0,-1,1.8e-05,11.61144858072867,11.371771386700862
63662,2026.03.25 15:23,SHORT,3,3,3,0,9,7,7,0.7778,0.7778,6.614,6.614,123.6,0,Micro_BarEntropy:lo|Micro_BarOverlap:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_OrderFlowDelta:hi|Micro_PriceAccel:lo|Session_High_Dist_ATR:lo,240|242|253,35.82451476188487,73.692442,463,0.560911,-0.149269,-1,-0.000242,8.803955007256892,8.681536388140161
63785,2026.03.25 17:26,LONG,11,11,11,0,33,16,16,0.4848,0.4848,11.481,11.481,442.2,0,ADX_Rising:==0|AT_Regime_ST:==1|DailyOpen_Dist_ATR:lo|DailyOpen_Side:==1|Harmonic_OBVf_Concordance:==0|KAMA_Dist:lo|Lower_Wick:hi|Micro_Amihud:hi|Micro_VolOfVol:hi|Micro_WickImbalance:hi|OR_High_Side:==-1|OR_Low_Side:==-1|PrevDay_High_Side:==-1|Round_500_Dist_ATR:lo|VWAP_Dist_ATR:lo|Volume:hi,71|72|73|74|75|76|78|79|80|115|144,18.65268253792479,71.98582,389,0.478577,0.0,1,-5e-06,27.817084794051137,26.258658030358355
63835,2026.03.25 18:16,SHORT,6,6,6,0,18,13,13,0.7222,0.7222,12.247,12.247,252.0,0,DailyOpen_Dist_ATR:lo|Micro_Entropy:lo|Micro_MomoTransfer:hi|Micro_OrderFlowDelta:lo|Micro_TickIntensity:lo|Micro_WickImbalance:lo|OBV_Velocity:lo|PoC_Side:==0|PrevDay_High_Dist_ATR:lo|PrevDay_Low_Side:==1|VAH_Side:==0|VAL_Side:==0|VWAP_Z:lo,229|245|246|264|265|276,34.84923835318597,77.795882,447,0.385589,-1.240426,-1,-0.000352,17.045884868532983,16.47150210578053
65101,2026.03.26 16:37,LONG,5,5,5,0,15,10,10,0.6667,0.6667,9.125,9.125,1134.0,0,AT_Regime_LT:==1|Bars_Since_Flip:hi|DailyOpen_Side:==-1|Lower_Wick:lo|Micro_FailedBreak:hi|Micro_OrderFlowDelta:hi|Micro_Rejection:lo|Micro_WickImbalance:hi|MultiDay_Position:lo|Volume_Avg_10:hi,56|103|104|116|182,25.57105415756297,34.816769,402,0.432631,0.416466,1,6.2e-05,13.933964781772266,13.604790342516026
65104,2026.03.26 16:40,LONG,11,7,7,0,33,18,18,0.5455,0.5455,15.132,15.132,1572.9,0,AT_Regime_LT:==1|Bars_Since_Flip:hi|DailyOpen_Side:==-1|Lower_Wick:lo|Micro_Entropy:lo|Micro_OrderFlowDelta:hi|Micro_Rejection:lo|Micro_WickImbalance:hi|MultiDay_Position:lo|OR_High_Side:==1|OR_Low_Side:==1|OR_Position:hi|PrevDay_Close_Side:==-1|RangeOsc_Val:hi|Session_Low_Dist_ATR:lo|Slope_EMA_ST:hi|VWAP_Sigma_ATR:lo|Volume_Avg_10:hi,52|56|57|83|103|104|112|116|142|146|163,24.883170399441745,47.428905,375,0.31091,0.042168,1,6.1e-05,27.817084794051137,26.258658030358355
65177,2026.03.26 17:53,SHORT,3,3,3,0,9,7,7,0.7778,0.7778,6.24,6.24,91.2,0,ADX_Value:lo|EMA_Oscillator:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_Lambda:hi|Micro_RangeVelocity:lo|Session_High_Dist_ATR:lo,230|253|255,15.663855954856288,55.678991,383,0.538272,-0.538803,-1,-0.0002,8.803955007256892,8.681536388140161
65498,2026.03.26 23:14,LONG,4,4,4,0,12,10,10,0.8333,0.8333,9.118,9.118,168.0,0,D2D_Dynamic_Sensitivity:lo|Lower_Wick:hi|Micro_LogReturn:lo|Micro_MicroGap:lo|Micro_OrderFlowDelta:lo|Micro_WickImbalance:hi|MultiDay_Slope:lo|OBV_Macd:lo|OR_High_Side:==0|Upper_Wick:hi,63|97|127|129,32.28168583533037,165.178807,428,0.409781,-0.390486,1,0.000488,11.345701020588308,11.143020262773083
65503,2026.03.26 23:19,LONG,3,3,3,0,9,7,7,0.7778,0.7778,6.614,6.614,113.7,0,Micro_MicroGap:hi|Micro_OrderFlowDelta:lo|Micro_RollProxy:hi|Micro_ThrustEff:lo|Micro_WickImbalance:hi|OBV_Macd:lo|OBVf_Signal:==-1,98|126|127,41.07114220878504,36.547972,284,0.566468,-0.465142,1,0.000364,8.665108670454496,8.56108508618842
66460,2026.03.27 16:31,SHORT,5,5,5,0,15,10,10,0.6667,0.6667,8.813,8.813,210.0,0,Bar_Range:hi|D2D_Dynamic_Sensitivity:lo|EMA_Oscillator:lo|Lower_Wick:lo|Micro_Hurst:hi|Micro_Lambda:hi|Micro_RangeVelocity:lo|MultiDay_Slope:lo|OBV_Macd:lo|Volume:hi,211|220|221|223|255,23.471281667736942,84.295033,445,0.50514,-0.670265,-1,-8.8e-05,14.358215859511613,13.967131712972364
66482,2026.03.27 16:53,SHORT,4,4,4,0,12,12,12,1.0,1.0,12.0,12.0,72.0,0,AT_Slope_ST:hi|D2D_ATR_MA:hi|Micro_MicroGap:hi|Micro_RollProxy:lo|OBVf_Signal:==1|OR_High_Dist_ATR:hi|Session_High_Dist_ATR:hi|Slope_EMA_ST:hi|Sqz_State:==-1|Sqz_Val:hi|Volume:hi|Volume_Ratio_10:lo,206|217|287|296,25.894870611488,35.026158,302,0.500737,0.0,-1,6.4e-05,11.61144858072867,11.371771386700862
66519,2026.03.27 17:30,LONG,8,8,8,0,24,15,15,0.625,0.625,12.895,12.895,170.4,0,AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|D2D_ATR:hi|Micro_AutoCorr:hi|Micro_FailedBreak:hi|Micro_Hurst:hi|Micro_Rejection:lo|Micro_WickImbalance:lo|Momentum_Value:lo|PrevDay_High_Dist_ATR:hi|PrevDay_Low_Side:==-1|Round_500_Dist_ATR:lo|VWAP_Side:==-1|Volume_Avg_10:hi,13|24|26|59|111|120|182|185,15.121451188881167,22.782501,334,0.564293,0.438933,1,-8.7e-05,21.20075584842148,20.34657927196911
66563,2026.03.27 18:14,LONG,7,7,7,0,21,13,13,0.619,0.619,11.308,11.308,1057.0,0,AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|D2D_ATR:hi|Micro_BarOverlap:lo|Micro_HLAsymmetry:hi|Micro_Hurst:hi|Micro_Rejection:lo|Micro_RollProxy:hi|PrevDay_High_Dist_ATR:hi|PrevDay_Low_Side:==-1|VWAP_Sigma:hi|Volume_Avg_10:hi,13|14|25|28|59|111|185,16.779574216114966,26.170344,268,0.567801,0.382112,1,-8.4e-05,18.856446644718016,18.199528660922656
66572,2026.03.27 18:23,LONG,14,14,14,0,42,24,24,0.5714,0.5714,19.979,19.979,588.0,0,AT_Regime_ST:==1|AT_Slope_LT:lo|Bar_Range:hi|D2D_Signal:==1|KAMA_Dist:hi|Micro_Amihud:hi|Micro_AutoCorr:hi|Micro_FailedBreak:hi|Micro_PriceAccel:hi|Micro_RangeVelocity:hi|Micro_VolOfVol:hi|Micro_WickImbalance:lo|Momentum_Value:hi|OR_Low_Side:==-1|PoC_Side:==1|PrevDay_Close_Side:==-1|PrevDay_Low_Side:==-1|RangeOsc_Val:hi|Session_Low_Dist_ATR:lo|Slope_EMA_ST:lo|TChan_A15:hi|Upper_Wick:hi|VWAP_Sigma:hi|Volume_Ratio_10:hi,16|49|70|80|82|108|115|142|165|172|176|177|180|188,16.53340932174225,99.289432,401,0.412173,1.173337,1,-2.2e-05,33.88149573876854,31.48140431384581
66658,2026.03.27 19:49,SHORT,4,4,4,0,12,8,8,0.6667,0.6667,7.237,7.237,40.0,0,AT_Lookback_ST:hi|Bars_Since_Flip:hi|Micro_TickIntensity:hi|Momentum_Value:hi|PrevDay_Close_Dist_ATR:hi|Session_High_Dist_ATR:hi|Sqz_Val:hi|TChan_A15:hi,194|213|273|292,23.354885979182253,21.707627,224,0.499393,-0.092134,-1,-2.7e-05,11.61144858072867,11.371771386700862
66661,2026.03.27 19:52,SHORT,4,4,4,0,12,8,8,0.6667,0.6667,7.237,7.237,40.0,0,AT_Lookback_ST:hi|Bars_Since_Flip:hi|Micro_TickIntensity:hi|Momentum_Value:hi|PrevDay_Close_Dist_ATR:hi|Session_High_Dist_ATR:hi|Sqz_Val:hi|TChan_A15:hi,194|213|273|292,21.055656532771504,21.714509,215,0.560332,-0.368417,-1,-1.3e-05,11.61144858072867,11.371771386700862
66849,2026.03.27 23:00,SHORT,5,5,5,0,15,11,11,0.7333,0.7333,10.009,10.009,128.0,0,AT_Score_LT:lo|Bar_Range:hi|Lower_Wick:lo|Micro_BarEntropy:lo|Micro_CSSpread:hi|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_Lambda:hi|Micro_RangeVelocity:lo|Session_High_Dist_ATR:lo|Volume_Avg_10:hi,201|211|240|253|255,26.49234666264483,47.730657,324,0.513944,-0.859406,-1,-3.2e-05,14.358215859511613,13.967131712972364
67035,2026.03.30 03:21,LONG,3,3,3,0,9,9,9,1.0,1.0,9.0,9.0,158.4,0,ADX_Rising:==1|Micro_IBSP:lo|Micro_LogReturn:lo|OR_High_Side:==0|PrevDay_High_Dist_ATR:lo|PrevDay_Low_Side:==-1|Upper_Wick:hi|VWAP_Sigma:lo|Volume:hi,91|97|135,25.6427703544464,49.007102,374,0.547913,-0.183647,1,0.000211,8.665108670454496,8.56108508618842
67048,2026.03.30 03:34,LONG,6,6,6,0,18,12,12,0.6667,0.6667,10.499,10.499,54.6,0,AT_Regime_ST:==1|D2D_ATR_MA:hi|EMA_Oscillator:hi|KAMA_Dist:hi|Micro_OrderFlowDelta:hi|Micro_VPIN:lo|PrevDay_High_Dist_ATR:lo|PrevDay_Low_Side:==-1|ST_Flip_Event:==-1|Session_High_Dist_ATR:lo|Slope_Accel_ST:lo|Sqz_State:==1,61|67|70|105|138|162,24.461966772634906,20.090397,169,0.480456,0.721738,1,-7e-06,16.435780104648117,15.954503499974125
67829,2026.03.30 16:35,SHORT,5,5,5,0,15,13,13,0.8667,0.8667,12.469,12.469,190.5,0,AT_Score_LT:hi|D2D_Signal:==-1|Micro_IBSP:lo|Micro_MicroGap:hi|Micro_PriceAccel:hi|Micro_ThrustEff:lo|OR_High_Side:==-1|RangeOsc_State:==-2|Session_High_Dist_ATR:lo|VWAP_Sigma:hi|Volume:hi|Volume_Avg_10:hi|Volume_Ratio_10:hi,196|198|257|260|295,23.460727219186204,68.452292,405,0.479208,-0.693914,-1,-1.3e-05,14.358215859511613,13.967131712972364
67834,2026.03.30 16:40,SHORT,6,5,5,0,18,11,11,0.6111,0.6111,9.721,9.721,115.5,0,AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|Micro_BarEntropy:lo|Micro_HLAsymmetry:lo|Micro_Hurst:hi|OR_High_Side:==-1|RangeOsc_State:==-1|Session_High_Dist_ATR:lo|Volume_Avg_10:hi,196|197|209|214|240|253,22.40196444421916,43.460252,386,0.545312,-0.805334,-1,-0.000146,17.045884868532983,16.47150210578053
67838,2026.03.30 16:44,SHORT,4,4,4,0,12,7,7,0.5833,0.5833,6.0,6.0,64.0,0,AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|OR_High_Side:==-1|RangeOsc_State:==-1|Volume_Avg_10:hi,196|197|209|214,24.134268467107223,31.646557,355,0.424876,-0.236993,-1,-0.000193,11.61144858072867,11.371771386700862
67840,2026.03.30 16:46,SHORT,4,4,4,0,12,7,7,0.5833,0.5833,6.0,6.0,163.6,0,AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|OR_High_Side:==-1|RangeOsc_State:==-1|Volume_Avg_10:hi,196|197|209|214,25.86686422904601,73.248714,408,0.482011,-0.389085,-1,-0.000212,11.61144858072867,11.371771386700862
67843,2026.03.30 16:49,SHORT,5,5,5,0,15,10,10,0.6667,0.6667,8.615,8.615,103.0,0,AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|Micro_BarOverlap:hi|Micro_HLAsymmetry:lo|OR_High_Side:==-1|PrevDay_High_Side:==1|RangeOsc_State:==-1|Volume_Avg_10:hi,196|197|209|214|241,30.448690466876062,39.299797,372,0.298334,0.0,-1,-0.00027,14.358215859511613,13.967131712972364
67850,2026.03.30 16:56,SHORT,4,4,4,0,12,7,7,0.5833,0.5833,6.0,6.0,69.2,0,AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|OR_High_Side:==-1|RangeOsc_State:==-1|Volume_Avg_10:hi,196|197|209|214,33.16548947431527,33.768404,341,0.49775,-0.133261,-1,-0.000208,11.61144858072867,11.371771386700862
67854,2026.03.30 17:00,SHORT,6,6,6,0,18,11,11,0.6111,0.6111,8.875,8.875,147.0,0,AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|D2D_ATR:hi|Micro_VPIN:lo|OR_High_Side:==-1|RangeOsc_State:==-1|Slope_EMA_LT:hi|Volume:hi|Volume_Avg_10:hi|Volume_Ratio_10:hi,196|197|198|209|214|286,34.450218804690444,45.9049,429,0.488565,0.773338,-1,-0.000144,17.045884868532983,16.47150210578053
67861,2026.03.30 17:07,SHORT,6,3,3,0,18,12,12,0.6667,0.6667,11.014,11.014,61.2,0,AT_Regime_ST:==0|AT_Score_LT:hi|Bar_Range:hi|D2D_ATR:hi|Lower_Wick:lo|Micro_BarEntropy:lo|Micro_Hurst:hi|Micro_RangeVelocity:lo|OR_High_Side:==-1|RangeOsc_State:==-1|Session_High_Dist_ATR:lo|Volume_Avg_10:hi,196|197|211|214|240|269,24.88374230714759,38.968468,325,0.550061,0.0,-1,5.1e-05,17.045884868532983,16.47150210578053
67874,2026.03.30 17:20,SHORT,5,5,5,0,15,10,10,0.6667,0.6667,8.813,8.813,94.5,0,AT_Lookback_LT:hi|AT_Score_LT:hi|Body_Size:hi|D2D_ATR:hi|Micro_Amihud:lo|Micro_VPIN:lo|OR_High_Side:==-1|RangeOsc_State:==-1|Slope_EMA_LT:hi|Volume_Avg_10:hi,193|196|197|214|286,18.5441449749606,36.56589,351,0.432866,0.396544,-1,-3.6e-05,14.358215859511613,13.967131712972364
67975,2026.03.30 19:01,SHORT,4,4,4,0,12,12,12,1.0,1.0,12.0,12.0,49.6,0,AT_Score_LT:hi|D2D_Dn_Count:hi|Micro_BarOverlap:hi|Micro_HLAsymmetry:lo|Micro_IBSP:lo|Micro_PriceAccel:hi|Micro_VolAccel:lo|OR_High_Side:==-1|PrevDay_High_Side:==1|Session_High_Dist_ATR:lo|Slope_Accel_ST:lo|Volume_Avg_10:hi,196|219|241|257,19.752128850188065,25.614358,223,0.474286,0.037089,-1,-8.6e-05,11.61144858072867,11.371771386700862
67976,2026.03.30 19:02,SHORT,5,4,4,0,15,12,12,0.8,0.8,11.368,11.368,64.4,0,ATR_1M:hi|AT_Score_LT:hi|AT_Slope_ST:lo|Bar_Range:hi|Micro_BarEntropy:lo|Micro_CSSpread:hi|Micro_HLAsymmetry:lo|Micro_Hurst:hi|OR_High_Side:==-1|RangeOsc_State:==2|Session_High_Dist_ATR:lo|Volume_Avg_10:hi,191|196|209|240|253,20.49178215895251,31.883071,231,0.513831,-0.940938,-1,-0.000118,14.358215859511613,13.967131712972364
68082,2026.03.30 20:48,LONG,6,6,6,0,18,13,13,0.7222,0.7222,11.555,11.555,149.4,0,AT_Lookback_LT:hi|AT_Regime_ST:==1|Micro_Amihud:hi|Micro_MomoTransfer:lo|Micro_OrderFlowDelta:lo|Micro_RangeVelocity:lo|Micro_VolOfVol:hi|OBV_Macd:lo|OR_Low_Side:==-1|PrevDay_High_Side:==1|VAH_Dist_ATR:hi|VA_Position:hi|WeeklyOpen_Dist_ATR:lo,0|1|80|106|115|131,26.391666977439883,46.561356,247,0.382066,-0.074096,1,-5.2e-05,16.435780104648117,15.954503499974125
68190,2026.03.30 22:36,LONG,26,26,21,1,78,32,32,0.4103,0.4103,23.566,23.566,936.6,0,ADX_Rising:==0|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bar_Range:hi|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_DirStep:==1|D2D_Signal:==1|Micro_AutoCorr:hi|Micro_BarOverlap:lo|Micro_FailedBreak:hi|Micro_LogReturn:hi|Micro_PriceAccel:hi|Micro_RangeVelocity:hi|Micro_RollProxy:hi|Micro_VolOfVol:hi|Momentum_Value:hi|OBV_Macd:lo|PoC_Side:==1|RangeOsc_State:==-1|Session_High_Dist_ATR:lo|Session_Low_Dist_ATR:lo|Slope_EMA_ST:lo|TChan_A15:hi|Upper_Wick:hi|VA_Position:hi|VWAP_Side:==-1|VWAP_Sigma:hi|Volume:hi|Volume_Ratio_10:hi,14|16|19|21|22|23|25|26|33|37|38|39|41|44|49|58|82|108|131|132|145|176|177|178|180|188,39.88049692768676,42.136789,317,0.474892,0.889959,1,-9e-05,53.933459433015955,47.371944708310544
68196,2026.03.30 22:42,LONG,10,6,6,0,30,17,17,0.5667,0.5667,15.171,15.171,91.2,0,ADX_Value:hi|AT_Regime_ST:==1|AT_Slope_ST:lo|Bars_Since_Flip:hi|D2D_ATR:hi|D2D_Signal:==0|Harmonic_LLEMA:hi|Micro_CSSpread:hi|Micro_HLAsymmetry:hi|Micro_OrderFlowDelta:lo|Micro_Rejection:lo|Micro_WickImbalance:lo|Momentum_Value:hi|OBV_Macd:lo|Slope_EMA_ST:lo|Upper_Wick:hi|VA_Position:hi,19|38|40|50|58|123|128|131|166|167,34.20524462447302,30.372724,285,0.448087,-0.148159,1,-7.1e-05,25.67729340170544,24.370762681353153
68197,2026.03.30 22:43,LONG,8,7,7,0,24,14,14,0.5833,0.5833,11.741,11.741,78.4,0,ADX_Value:hi|AT_Regime_ST:==1|AT_Slope_LT:lo|Lower_Wick:hi|Micro_Hurst:hi|Micro_WickImbalance:lo|Momentum_Value:hi|MultiDay_Slope:lo|OBV_Macd:lo|PrevDay_High_Side:==-1|RangeOsc_State:==-1|Slope_EMA_ST:lo|VA_Position:hi|VWAP_Side:==-1,17|118|128|129|131|164|168|169,34.22989195245965,23.723621,216,0.522843,0.21076,1,-6.8e-05,21.20075584842148,20.34657927196911
68469,2026.03.31 04:30,LONG,4,4,4,0,12,9,9,0.75,0.75,8.485,8.485,167.6,0,Micro_AutoCorr:hi|Micro_Entropy:lo|Micro_LogReturn:hi|Micro_MomoTransfer:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_TickIntensity:hi|TChan_A15:hi|Volume_Ratio_10:hi,85|86|188|190,38.95728604149542,24.950989,319,0.473608,0.541061,1,0.000288,11.345701020588308,11.143020262773083
69055,2026.03.31 14:16,LONG,5,5,5,0,15,8,8,0.5333,0.5333,7.161,7.161,142.5,0,AT_Regime_LT:==1|Lower_Wick:lo|Micro_Entropy:lo|Micro_MomoTransfer:hi|Micro_OrderFlowDelta:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_Rejection:lo,85|86|100|101|104,54.46393688436032,52.452406,349,0.466304,0.324103,1,0.000229,13.933964781772266,13.604790342516026
69110,2026.03.31 15:11,SHORT,9,9,9,0,27,21,21,0.7778,0.7778,19.841,19.841,347.4,0,ATR_1M:hi|D2D_Dn_Count:hi|D2D_Signal:==-1|Micro_CSSpread:hi|Micro_HLAsymmetry:lo|Micro_Hurst:hi|Micro_IBSP:lo|Micro_Lambda:hi|Micro_PriceAccel:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_RollProxy:hi|Micro_VolAccel:lo|MultiDay_Slope:hi|OBV_Velocity:hi|PrevDay_High_Dist_ATR:lo|RangeOsc_State:==2|Session_High_Dist_ATR:lo|Slope_Accel_ST:lo|VWAP_Dist_ATR:lo|VWAP_Sigma_ATR:lo,191|192|219|253|255|257|267|268|274,21.17091008203408,69.266013,273,0.522267,-0.223775,-1,2e-06,24.76979519355137,23.47500304855719
