direction,cond_a,cond_b,bars,profitable_bars,loss_events,mean_depth,mean_bar_pnl,sum_pnl,bars_same_signal,bars_cross_signal_only
SHORT,Efficiency_Ratio:hi,Lower_Wick:lo,5,5,0,10.4,3100.22,15501.1,0,5
SHORT,Lower_Wick:lo,Slope_Accel_ST:lo,5,5,0,7.4,3110.64,15553.2,0,5
SHORT,Micro_IBSP:lo,Micro_VolOfVol:lo,5,5,0,7.2,3027.5,15137.5,5,0
SHORT,Micro_Entropy:lo,Micro_Hurst:hi,5,5,0,8.6,199.54,997.7,0,5
SHORT,Micro_Hurst:hi,Micro_MomoTransfer:hi,5,5,0,8.0,188.28,941.4,0,5
SHORT,Micro_MomoTransfer:hi,Micro_PriceAccel:lo,5,5,0,7.0,442.24,2211.2,0,5
SHORT,Micro_PriceAccel:lo,Micro_RangeVelocity:lo,5,5,0,4.2,377.84,1889.2,0,5
SHORT,Micro_PriceAccel:lo,Micro_WickImbalance:lo,5,5,0,7.0,165.44,827.2,0,5
SHORT,Bar_Range:hi,Slope_Accel_LT:lo,6,5,1,4.17,-18.73,-112.4,0,6
SHORT,D2D_ATR_MA:hi,Micro_RangeVelocity:lo,5,5,0,4.8,452.76,2263.8,0,5
SHORT,Lower_Wick:lo,Session_High_Dist_ATR:hi,5,5,0,4.0,61.88,309.4,0,5
SHORT,Micro_BarEntropy:hi,Micro_Entropy:lo,5,5,0,4.6,125.6,628.0,0,5
SHORT,DailyOpen_Dist_ATR:lo,Lower_Wick:lo,5,5,0,7.4,445.18,2225.9,0,5
SHORT,VAH_Side:==-1,WeeklyOpen_Side:==-1,5,5,0,5.2,615.82,3079.1,0,5
SHORT,AT_Lookback_ST:hi,OBVf_Signal:==1,5,5,0,5.4,67.54,337.7,0,5
SHORT,AT_Lookback_ST:hi,Slope_Accel_LT:lo,5,5,0,6.0,73.92,369.6,0,5
SHORT,Micro_MomoTransfer:hi,Sqz_Val:hi,5,5,0,6.4,95.54,477.7,0,5
SHORT,Micro_RangeAccel:lo,Sqz_Val:hi,5,5,0,6.4,95.54,477.7,0,5
SHORT,Micro_TickIntensity:hi,OBVf_Signal:==1,5,5,0,5.4,67.54,337.7,0,5
SHORT,OBVf_Signal:==1,Slope_Accel_LT:lo,5,5,0,5.6,107.82,539.1,0,5
SHORT,Micro_IBSP:hi,Slope_Accel_LT:lo,5,5,0,5.2,120.9,604.5,0,5
SHORT,Momentum_Value:hi,Slope_Accel_LT:lo,5,5,0,5.6,96.82,484.1,0,5
SHORT,Slope_Accel_LT:lo,TChan_A15:hi,5,5,0,5.6,89.7,448.5,0,5
SHORT,Micro_MicroGap:hi,Micro_RangeVelocity:lo,6,5,1,5.83,2767.28,16603.7,0,6
SHORT,Micro_Entropy:lo,Micro_FailedBreak:lo,5,5,0,5.8,241.4,1207.0,0,5
SHORT,Micro_FailedBreak:lo,Micro_PriceAccel:hi,5,5,0,4.6,220.58,1102.9,5,0
SHORT,Micro_FailedBreak:lo,Micro_WickImbalance:lo,5,5,0,5.8,241.4,1207.0,0,5
SHORT,Micro_FailedBreak:lo,VAH_Side:==-1,5,5,0,4.6,220.58,1102.9,5,0
SHORT,Micro_PriceAccel:hi,VAH_Side:==-1,5,5,0,4.6,220.58,1102.9,5,0
SHORT,Lower_Wick:lo,Micro_FailedBreak:lo,5,5,0,5.8,116.76,583.8,0,5
SHORT,Micro_AutoCorr:lo,Micro_Entropy:lo,5,5,0,5.0,130.16,650.8,0,5
SHORT,Micro_AutoCorr:lo,Micro_WickImbalance:lo,5,5,0,5.0,130.16,650.8,0,5
SHORT,Micro_PriceAccel:hi,Micro_RangeVelocity:lo,5,5,0,6.0,207.98,1039.9,0,5
SHORT,Micro_VolAccel:hi,Session_High_Dist_ATR:hi,5,5,0,5.0,102.68,513.4,0,5
SHORT,OBVf_Signal:==1,Volume_Avg_10:hi,5,5,0,5.6,159.76,798.8,0,5
SHORT,Dist_To_PoC_ATR:lo,RangeOsc_Val:lo,5,5,0,5.0,300.84,1504.2,5,0
SHORT,Dist_To_PoC_ATR:lo,Slope_Accel_LT:hi,5,5,0,5.0,300.84,1504.2,5,0
SHORT,RangeOsc_Val:lo,Slope_Accel_LT:hi,5,5,0,5.0,300.84,1504.2,5,0
SHORT,RangeOsc_Val:lo,TChan_A15:hi,5,5,0,5.4,147.88,739.4,0,5
SHORT,AT_Slope_ST:lo,RangeOsc_Val:lo,5,5,0,6.4,151.3,756.5,0,5
SHORT,AT_Slope_ST:lo,DailyOpen_Dist_ATR:hi,5,5,0,6.2,278.04,1390.2,0,5
SHORT,AT_Slope_ST:lo,Micro_Hurst:lo,5,5,0,6.2,278.04,1390.2,0,5
SHORT,DailyOpen_Dist_ATR:hi,Volume_Avg_10:hi,5,5,0,6.2,275.32,1376.6,0,5
SHORT,Micro_BarOverlap:lo,Sqz_Val:hi,5,5,0,5.0,106.78,533.9,0,5
SHORT,Micro_HLAsymmetry:hi,PrevDay_Close_Dist_ATR:hi,5,5,0,5.8,257.44,1287.2,0,5
SHORT,Micro_HLAsymmetry:hi,Sqz_Val:hi,5,5,0,5.8,257.44,1287.2,0,5
SHORT,Micro_Hurst:lo,Volume_Avg_10:hi,5,5,0,6.2,275.32,1376.6,0,5
SHORT,EMA_Oscillator:lo,RangeOsc_State:==-1,6,5,1,5.83,77.03,462.2,0,6
SHORT,Lower_Wick:lo,Micro_WickImbalance:hi,5,5,0,5.0,195.52,977.6,0,5
SHORT,ATR_1M:hi,Micro_BarEntropy:lo,5,5,0,4.2,211.52,1057.6,0,5
SHORT,Micro_CSSpread:hi,Round_500_Dist_ATR:lo,5,5,0,3.8,111.46,557.3,0,5
SHORT,OR_High_Side:==1,Session_High_Dist_ATR:lo,5,5,0,4.6,126.58,632.9,0,5
SHORT,Micro_HLAsymmetry:hi,Round_500_Dist_ATR:lo,5,5,0,3.8,233.38,1166.9,0,5
SHORT,OBVf_Signal:==1,PrevDay_Close_Side:==-1,5,5,0,5.0,306.2,1531.0,0,5
SHORT,Micro_ThrustEff:lo,OBVf_Signal:==1,5,5,0,5.0,174.5,872.5,0,5
SHORT,OBVf_Signal:==1,Session_High_Dist_ATR:lo,5,5,0,5.2,126.82,634.1,0,5
SHORT,Micro_MicroGap:hi,VWAP_Sigma_ATR:lo,5,5,0,6.2,3074.08,15370.4,0,5
SHORT,Micro_RangeAccel:lo,Micro_ThrustEff:lo,5,5,0,6.2,3074.08,15370.4,0,5
SHORT,Micro_ThrustEff:lo,VWAP_Sigma_ATR:lo,5,5,0,6.2,3074.08,15370.4,0,5
SHORT,Bar_Range:hi,PrevDay_Close_Side:==-1,5,5,0,5.0,159.12,795.6,0,5
SHORT,Lower_Wick:lo,VWAP_Dist_ATR:lo,5,5,0,7.4,3215.92,16079.6,0,5
SHORT,Micro_RangeAccel:lo,RangeOsc_State:==2,5,5,0,5.8,233.88,1169.4,0,5
SHORT,Micro_RangeVelocity:lo,PrevDay_Close_Side:==-1,5,5,0,5.0,176.24,881.2,0,5
SHORT,Micro_RangeVelocity:lo,Round_500_Dist_ATR:lo,5,5,0,5.0,176.24,881.2,0,5
SHORT,RangeOsc_State:==2,VWAP_Dist_ATR:lo,5,5,0,5.8,233.88,1169.4,0,5
SHORT,RangeOsc_State:==2,VWAP_Sigma_ATR:lo,5,5,0,5.8,233.88,1169.4,0,5
SHORT,Micro_MomoTransfer:hi,RangeOsc_Val:lo,5,5,0,7.8,230.0,1150.0,0,5
SHORT,RangeOsc_Val:lo,Upper_Wick:hi,5,5,0,4.6,211.32,1056.6,0,5
SHORT,AT_Slope_LT:hi,Lower_Wick:lo,5,5,0,6.8,3023.6,15118.0,0,5
SHORT,Micro_RangeVelocity:lo,Slope_EMA_ST:hi,6,5,1,4.33,260.48,1562.9,0,6
SHORT,OBVf_Signal:==1,Volume:hi,6,5,1,4.67,71.8,430.8,0,6
SHORT,D2D_Dynamic_Sensitivity:lo,VWAP_Dist_ATR:lo,5,5,0,7.6,3172.24,15861.2,0,5
SHORT,Efficiency_Ratio:hi,Micro_WickImbalance:lo,5,5,0,9.6,3074.54,15372.7,0,5
SHORT,Micro_ThrustEff:lo,Volume_Avg_10:hi,5,5,0,6.2,3029.0,15145.0,0,5
SHORT,AT_Score_LT:hi,D2D_Signal:==-1,5,5,0,5.6,298.4,1492.0,0,5
SHORT,Bar_Range:hi,Micro_LogReturn:hi,5,5,0,5.8,206.82,1034.1,0,5
SHORT,D2D_Dynamic_Sensitivity:lo,Micro_BarOverlap:hi,6,5,1,7.0,59.95,359.7,0,6
SHORT,EMA_Oscillator:lo,Micro_HLAsymmetry:lo,6,5,1,8.33,60.82,364.9,0,6
SHORT,Micro_BarOverlap:hi,Volume_Ratio_10:hi,6,5,1,6.83,46.35,278.1,0,6
SHORT,Micro_RangeVelocity:lo,Volume_Ratio_10:hi,6,5,1,6.5,113.75,682.5,0,6
SHORT,OR_High_Side:==-1,PrevDay_Close_Dist_ATR:lo,5,5,0,5.2,428.68,2143.4,0,5
SHORT,OR_High_Side:==-1,VWAP_Side:==1,5,5,0,5.2,428.68,2143.4,0,5
SHORT,AT_Regime_ST:==0,Micro_BarEntropy:lo,6,5,1,5.83,44.3,265.8,0,6
SHORT,D2D_ATR_MA:hi,Micro_RollProxy:lo,5,5,0,5.2,74.58,372.9,0,5
SHORT,D2D_ATR_MA:hi,Volume_Ratio_10:lo,5,5,0,5.2,74.58,372.9,0,5
SHORT,Micro_RollProxy:lo,Session_High_Dist_ATR:hi,5,5,0,5.2,74.58,372.9,0,5
SHORT,Session_High_Dist_ATR:hi,Volume_Ratio_10:lo,5,5,0,5.2,74.58,372.9,0,5
SHORT,Efficiency_Ratio:hi,Micro_TickIntensity:lo,5,5,0,5.6,208.58,1042.9,0,5
SHORT,Efficiency_Ratio:hi,OBV_Velocity:lo,5,5,0,5.6,208.58,1042.9,0,5
SHORT,Micro_BarEntropy:hi,VAH_Side:==0,5,5,0,4.6,153.78,768.9,5,0
SHORT,Micro_BarEntropy:hi,WeeklyOpen_Dist_ATR:lo,5,5,0,4.6,153.78,768.9,5,0
SHORT,PoC_Side:==0,WeeklyOpen_Dist_ATR:lo,5,5,0,4.6,153.78,768.9,0,5
SHORT,Round_100_Dist_ATR:lo,VAH_Side:==0,5,5,0,4.6,153.78,768.9,0,5
SHORT,Round_100_Dist_ATR:lo,WeeklyOpen_Dist_ATR:lo,5,5,0,4.6,153.78,768.9,0,5
SHORT,VAH_Side:==0,WeeklyOpen_Dist_ATR:lo,5,5,0,4.6,153.78,768.9,5,0
SHORT,Micro_VolAccel:hi,Volume_Avg_10:hi,5,5,0,6.2,144.9,724.5,0,5
SHORT,AT_Score_LT:lo,Sqz_Val:hi,5,5,0,5.0,88.46,442.3,0,5
SHORT,D2D_ATR_MA:hi,Slope_Accel_ST:hi,5,5,0,5.8,360.44,1802.2,0,5
SHORT,D2D_ATR_MA:hi,VA_Position:hi,5,5,0,5.8,360.44,1802.2,0,5
SHORT,Session_High_Dist_ATR:hi,Slope_Accel_ST:hi,5,5,0,5.8,360.44,1802.2,0,5
SHORT,Session_High_Dist_ATR:hi,VA_Position:hi,5,5,0,5.8,360.44,1802.2,0,5
SHORT,Micro_MicroGap:lo,PrevDay_Low_Side:==1,5,5,0,6.8,214.34,1071.7,0,5
SHORT,Lower_Wick:lo,VWAP_Sigma:lo,5,5,0,7.6,229.8,1149.0,0,5
SHORT,Micro_Hurst:hi,VWAP_Sigma_ATR:lo,5,5,0,6.0,270.58,1352.9,0,5
SHORT,AT_Slope_ST:hi,Slope_Accel_ST:hi,5,5,0,5.6,357.54,1787.7,0,5
SHORT,AT_Slope_ST:hi,VA_Position:hi,5,5,0,5.6,357.54,1787.7,0,5
SHORT,OR_High_Dist_ATR:hi,Slope_EMA_ST:hi,5,5,0,5.2,338.22,1691.1,0,5
SHORT,RangeOsc_State:==2,Sqz_Val:hi,5,5,0,5.0,84.7,423.5,0,5
SHORT,Slope_EMA_ST:hi,Sqz_State:==-1,5,5,0,5.2,338.22,1691.1,0,5
SHORT,D2D_Dynamic_Sensitivity:lo,Micro_PriceAccel:hi,5,5,0,5.6,365.34,1826.7,0,5
SHORT,Micro_RangeAccel:lo,Session_High_Dist_ATR:lo,5,5,0,8.6,198.7,993.5,0,5
SHORT,Micro_WickImbalance:hi,Session_High_Dist_ATR:lo,5,5,0,5.4,357.36,1786.8,0,5
SHORT,Micro_BarOverlap:lo,PrevDay_High_Side:==1,5,5,0,4.0,261.72,1308.6,0,5
SHORT,Micro_HLAsymmetry:hi,PrevDay_Low_Dist_ATR:hi,5,5,0,6.6,272.2,1361.0,0,5
SHORT,D2D_Dynamic_Sensitivity:lo,Micro_BarEntropy:lo,5,5,0,8.2,235.2,1176.0,0,5
SHORT,EMA_Oscillator:lo,Session_High_Dist_ATR:lo,5,5,0,7.4,335.84,1679.2,0,5
SHORT,Micro_HLAsymmetry:lo,MultiDay_Position:hi,5,5,0,5.8,202.1,1010.5,0,5
SHORT,Micro_Hurst:hi,PrevDay_Close_Dist_ATR:lo,5,5,0,4.8,149.56,747.8,0,5
SHORT,Micro_Hurst:hi,VWAP_Side:==1,5,5,0,4.8,149.56,747.8,0,5
SHORT,MultiDay_Position:hi,Session_High_Dist_ATR:lo,5,5,0,5.8,202.1,1010.5,0,5
SHORT,PrevDay_Close_Dist_ATR:lo,Session_High_Dist_ATR:lo,5,5,0,5.4,199.66,998.3,0,5
SHORT,PrevDay_Close_Dist_ATR:lo,Slope_Accel_LT:lo,5,5,0,5.6,226.9,1134.5,0,5
SHORT,Session_High_Dist_ATR:lo,Slope_Accel_LT:lo,5,5,0,5.8,202.1,1010.5,0,5
SHORT,Session_High_Dist_ATR:lo,VWAP_Side:==1,5,5,0,5.4,199.66,998.3,0,5
SHORT,Slope_Accel_LT:lo,VWAP_Side:==1,5,5,0,5.6,226.9,1134.5,0,5
SHORT,ATR_1M:hi,Micro_Lambda:hi,5,5,0,4.8,136.28,681.4,0,5
SHORT,Micro_HLAsymmetry:hi,Micro_Hurst:hi,5,5,0,5.0,238.38,1191.9,0,5
SHORT,MultiDay_Slope:hi,Session_High_Dist_ATR:lo,5,5,0,5.2,297.2,1486.0,0,5
SHORT,ATR_1M:hi,AT_Score_LT:hi,5,5,0,5.0,182.28,911.4,0,5
SHORT,ATR_1M:hi,Volume:hi,5,5,0,4.6,214.06,1070.3,0,5
SHORT,Micro_BarOverlap:lo,Volume:hi,5,5,0,3.8,98.04,490.2,0,5
SHORT,Micro_BarOverlap:lo,Volume_Ratio_10:hi,5,5,0,4.0,88.5,442.5,0,5
SHORT,Micro_Hurst:hi,RangeOsc_State:==-2,5,5,0,5.0,206.08,1030.4,0,5
SHORT,Micro_Hurst:hi,VWAP_Sigma:hi,5,5,0,5.0,206.08,1030.4,0,5
SHORT,RangeOsc_State:==-2,Session_High_Dist_ATR:lo,5,5,0,4.0,200.38,1001.9,0,5
SHORT,Session_High_Dist_ATR:lo,VWAP_Sigma:hi,5,5,0,4.0,200.38,1001.9,0,5
SHORT,AT_Slope_ST:lo,Micro_GarmanKlass:hi,5,5,0,6.2,77.84,389.2,0,5
SHORT,Micro_Hurst:hi,Micro_PriceAccel:hi,5,5,0,5.2,193.2,966.0,0,5
SHORT,Micro_PriceAccel:hi,Volume_Avg_10:hi,5,5,0,5.2,309.16,1545.8,0,5
SHORT,Micro_CSSpread:hi,OBVf_Signal:==1,5,5,0,4.6,123.6,618.0,0,5
SHORT,Micro_MomoTransfer:hi,VWAP_Dist_ATR:lo,5,5,0,5.6,262.46,1312.3,0,5
SHORT,OBVf_Signal:==1,VWAP_Dist_ATR:lo,5,5,0,5.6,262.46,1312.3,0,5
SHORT,D2D_Dynamic_Sensitivity:lo,Micro_CSSpread:hi,5,5,0,4.6,193.5,967.5,0,5
SHORT,D2D_Dynamic_Sensitivity:lo,OBVf_DirStepCount:hi,5,5,0,5.6,326.24,1631.2,0,5
SHORT,EMA_Oscillator:lo,PrevDay_High_Dist_ATR:lo,5,5,0,8.4,275.4,1377.0,0,5
SHORT,EMA_Oscillator:lo,WeeklyOpen_Side:==-1,5,5,0,5.6,332.36,1661.8,0,5
SHORT,Lower_Wick:lo,VAH_Side:==0,5,5,0,7.6,227.08,1135.4,0,5
SHORT,Micro_MomoTransfer:hi,Volume:hi,5,5,0,8.4,301.42,1507.1,0,5
SHORT,Micro_OrderFlowDelta:lo,WeeklyOpen_Side:==-1,5,5,0,5.8,227.28,1136.4,0,5
SHORT,PrevDay_High_Dist_ATR:lo,WeeklyOpen_Side:==-1,5,5,0,5.8,227.28,1136.4,0,5
SHORT,VAH_Side:==0,WeeklyOpen_Side:==-1,5,5,0,5.8,227.28,1136.4,0,5
SHORT,D2D_Dynamic_Sensitivity:lo,RangeOsc_State:==2,5,5,0,5.4,250.76,1253.8,0,5
SHORT,Micro_BarOverlap:hi,Session_High_Dist_ATR:lo,5,5,0,6.2,170.22,851.1,0,5
SHORT,Micro_MomoTransfer:hi,PrevDay_Low_Side:==1,5,5,0,8.0,253.2,1266.0,0,5
SHORT,Micro_WickImbalance:lo,PrevDay_Low_Side:==1,5,5,0,7.2,204.88,1024.4,0,5
SHORT,PoC_Side:==0,PrevDay_Low_Side:==1,5,5,0,5.4,178.98,894.9,0,5
SHORT,EMA_Oscillator:lo,MultiDay_Slope:lo,5,5,0,4.6,178.44,892.2,0,5
SHORT,EMA_Oscillator:lo,OBV_Macd:lo,5,5,0,4.6,178.44,892.2,0,5
SHORT,Micro_Hurst:hi,MultiDay_Slope:lo,5,5,0,4.2,152.6,763.0,0,5
SHORT,Micro_Hurst:hi,OBV_Macd:lo,5,5,0,4.2,152.6,763.0,0,5
SHORT,Micro_Lambda:hi,Volume:hi,5,5,0,6.2,253.8,1269.0,0,5
SHORT,Micro_BarEntropy:lo,Volume_Avg_10:hi,5,5,0,7.6,132.62,663.1,0,5
SHORT,OR_High_Side:==-1,Session_High_Dist_ATR:lo,5,5,0,5.2,96.24,481.2,0,5
SHORT,OR_High_Side:==-1,Volume:hi,5,5,0,6.4,226.14,1130.7,0,5
SHORT,OR_High_Side:==-1,Volume_Ratio_10:hi,5,5,0,6.4,226.14,1130.7,0,5
SHORT,Micro_RangeVelocity:lo,PrevDay_High_Dist_ATR:lo,5,5,0,6.0,211.74,1058.7,0,5
SHORT,Micro_GarmanKlass:hi,Micro_Rejection:hi,5,5,0,5.4,76.88,384.4,0,5
SHORT,Lower_Wick:hi,Micro_GarmanKlass:hi,5,5,0,5.0,62.62,313.1,0,5
SHORT,Micro_GarmanKlass:hi,Micro_LogReturn:lo,5,5,0,5.0,62.62,313.1,0,5
SHORT,Micro_GarmanKlass:hi,OR_High_Side:==-1,5,5,0,7.4,81.32,406.6,0,5
SHORT,Micro_Rejection:hi,Volume_Avg_10:hi,5,5,0,5.8,138.22,691.1,0,5
SHORT,Micro_Hurst:hi,Micro_OrderFlowDelta:lo,5,5,0,7.4,528.62,2643.1,0,5
SHORT,Micro_PriceAccel:lo,Volume:hi,5,5,0,6.8,173.44,867.2,0,5
SHORT,D2D_Dn_Count:hi,Micro_MomoTransfer:hi,5,5,0,5.6,241.86,1209.3,0,5
SHORT,Micro_MomoTransfer:hi,Micro_VolAccel:lo,5,5,0,5.6,241.86,1209.3,0,5
SHORT,Micro_MomoTransfer:hi,Slope_Accel_ST:lo,5,5,0,5.6,241.86,1209.3,0,5
SHORT,AT_Regime_ST:==0,Sqz_Val:hi,5,5,0,5.6,97.66,488.3,0,5
SHORT,AT_Slope_ST:lo,Micro_Rejection:hi,5,5,0,4.2,118.38,591.9,0,5
SHORT,EMA_Oscillator:lo,Upper_Wick:hi,5,5,0,5.4,280.58,1402.9,0,5
SHORT,Body_Size:hi,PrevDay_Low_Side:==1,5,5,0,7.2,307.58,1537.9,0,5
SHORT,Bar_Range:hi,RangeOsc_Val:lo,5,5,0,6.4,377.38,1886.9,0,5
SHORT,DailyOpen_Dist_ATR:lo,Efficiency_Ratio:hi,5,5,0,8.2,228.4,1142.0,0,5
SHORT,PoC_Side:==0,RangeOsc_Val:lo,5,5,0,5.4,195.24,976.2,0,5
SHORT,DailyOpen_Dist_ATR:lo,EMA_Oscillator:lo,5,5,0,7.8,211.84,1059.2,0,5
SHORT,Micro_Entropy:lo,RangeOsc_Val:lo,5,5,0,8.4,254.28,1271.4,0,5
SHORT,DailyOpen_Dist_ATR:lo,RangeOsc_Val:lo,5,5,0,8.8,419.88,2099.4,0,5
SHORT,Efficiency_Ratio:hi,Micro_OrderFlowDelta:lo,5,5,0,8.2,234.68,1173.4,0,5
SHORT,Micro_WickImbalance:lo,Upper_Wick:hi,5,5,0,5.4,277.36,1386.8,0,5
SHORT,D2D_ATR:hi,OR_High_Dist_ATR:hi,5,5,0,4.8,66.82,334.1,0,5
SHORT,D2D_ATR:hi,Sqz_State:==-1,5,5,0,4.8,66.82,334.1,0,5
SHORT,OR_High_Dist_ATR:hi,PrevDay_High_Side:==1,5,5,0,4.8,66.82,334.1,0,5
SHORT,OR_High_Dist_ATR:hi,WeeklyOpen_Dist_ATR:hi,5,5,0,4.8,66.82,334.1,0,5
SHORT,PrevDay_High_Side:==1,Sqz_State:==-1,5,5,0,4.8,66.82,334.1,0,5
SHORT,Sqz_State:==-1,WeeklyOpen_Dist_ATR:hi,5,5,0,4.8,66.82,334.1,0,5
SHORT,AT_Score_LT:hi,RangeOsc_State:==-2,4,4,0,6.0,267.88,1071.5,0,4
SHORT,AT_Score_LT:hi,VWAP_Sigma:hi,4,4,0,6.0,267.88,1071.5,0,4
SHORT,Body_Size:hi,Volume:hi,4,4,0,7.75,286.8,1147.2,0,4
SHORT,RangeOsc_State:==-2,Volume:hi,4,4,0,6.0,267.88,1071.5,0,4
SHORT,VWAP_Sigma:hi,Volume:hi,4,4,0,6.0,267.88,1071.5,0,4
SHORT,D2D_ATR:hi,Micro_BarEntropy:lo,4,4,0,5.5,134.78,539.1,0,4
SHORT,Micro_BarEntropy:lo,RangeOsc_State:==-1,4,4,0,5.5,134.78,539.1,0,4
SHORT,AT_Score_LT:hi,Micro_Lambda:hi,4,4,0,5.75,336.12,1344.5,0,4
SHORT,D2D_ATR:hi,Micro_Lambda:hi,4,4,0,5.75,336.12,1344.5,0,4
SHORT,Micro_Lambda:hi,RangeOsc_State:==-1,4,4,0,5.75,336.12,1344.5,0,4
SHORT,Body_Size:hi,Micro_VolAccel:lo,4,4,0,6.0,191.8,767.2,0,4
SHORT,Body_Size:hi,VAH_Side:==-1,4,4,0,6.0,206.57,826.3,0,4
SHORT,Body_Size:hi,VWAP_Z:lo,4,4,0,8.5,222.5,890.0,0,4
SHORT,D2D_ATR_MA:hi,D2D_Dynamic_Sensitivity:lo,4,4,0,8.25,186.23,744.9,0,4
SHORT,D2D_ATR_MA:hi,PrevDay_High_Dist_ATR:lo,4,4,0,8.25,313.8,1255.2,0,4
SHORT,D2D_ATR_MA:hi,Upper_Wick:hi,4,4,0,6.25,193.65,774.6,0,4
SHORT,D2D_Dn_Count:hi,PrevDay_High_Dist_ATR:lo,4,4,0,6.75,240.97,963.9,0,4
SHORT,D2D_Dn_Count:hi,Volume_Avg_10:hi,4,4,0,8.25,3817.78,15271.1,0,4
SHORT,Micro_Entropy:lo,Micro_IBSP:lo,4,4,0,8.5,3887.47,15549.9,0,4
SHORT,Micro_Entropy:lo,Micro_MicroGap:lo,4,4,0,8.5,242.8,971.2,0,4
SHORT,Micro_MicroGap:lo,VAH_Side:==-1,4,4,0,5.0,136.53,546.1,0,4
SHORT,Micro_OrderFlowDelta:lo,Upper_Wick:hi,4,4,0,5.25,187.57,750.3,0,4
SHORT,Micro_WickImbalance:hi,Slope_Accel_ST:lo,4,4,0,6.5,250.88,1003.5,0,4
SHORT,PrevDay_High_Dist_ATR:lo,VAH_Side:==-1,4,4,0,5.25,184.57,738.3,0,4
SHORT,VAH_Side:==-1,VWAP_Z:lo,5,4,1,4.8,115.98,579.9,0,5
SHORT,Bar_Range:hi,Micro_TickIntensity:hi,4,4,0,4.75,80.72,322.9,0,4
SHORT,Lower_Wick:lo,Micro_TickIntensity:hi,4,4,0,4.75,80.72,322.9,0,4
SHORT,Lower_Wick:lo,OBV_Velocity:lo,4,4,0,5.0,183.6,734.4,0,4
SHORT,Micro_Entropy:lo,Micro_TickIntensity:hi,4,4,0,4.25,224.2,896.8,0,4
SHORT,Micro_RangeVelocity:lo,Micro_TickIntensity:hi,4,4,0,4.75,80.72,322.9,0,4
SHORT,Micro_RangeVelocity:lo,VAL_Side:==0,4,4,0,4.75,452.3,1809.2,0,4
SHORT,Micro_TickIntensity:hi,Micro_WickImbalance:lo,4,4,0,4.25,224.2,896.8,0,4
SHORT,Micro_TickIntensity:hi,OBV_Velocity:lo,4,4,0,4.25,224.2,896.8,4,0
SHORT,Micro_TickIntensity:hi,VAL_Side:==0,4,4,0,4.25,224.2,896.8,4,0
SHORT,AT_Slope_LT:hi,Micro_MicroGap:hi,4,4,0,6.0,3748.92,14995.7,3,1
SHORT,Micro_BarEntropy:lo,PrevDay_Close_Side:==-1,4,4,0,4.25,355.0,1420.0,0,4
SHORT,Bar_Range:hi,Micro_MicroGap:hi,5,4,1,6.2,3278.26,16391.3,0,5
SHORT,Bar_Range:hi,Micro_ThrustEff:lo,4,4,0,6.5,3827.17,15308.7,0,4
SHORT,D2D_Dn_Count:hi,Micro_Hurst:hi,4,4,0,5.5,145.62,582.5,0,4
SHORT,D2D_Dn_Count:hi,Micro_MicroGap:hi,4,4,0,6.5,3765.85,15063.4,0,4
SHORT,D2D_Dn_Count:hi,Micro_ThrustEff:lo,4,4,0,6.5,3765.85,15063.4,0,4
SHORT,D2D_Dn_Count:hi,Session_High_Dist_ATR:lo,4,4,0,5.5,135.62,542.5,0,4
SHORT,Micro_HLAsymmetry:lo,Micro_MicroGap:hi,4,4,0,4.25,112.38,449.5,0,4
SHORT,Micro_MicroGap:hi,Micro_VolAccel:lo,4,4,0,6.5,3765.85,15063.4,0,4
SHORT,Micro_MicroGap:hi,Session_High_Dist_ATR:lo,4,4,0,4.5,118.0,472.0,0,4
SHORT,Micro_MicroGap:hi,Slope_Accel_ST:lo,4,4,0,6.5,3765.85,15063.4,0,4
SHORT,Micro_ThrustEff:lo,Micro_VolAccel:lo,4,4,0,6.5,3765.85,15063.4,0,4
SHORT,Micro_ThrustEff:lo,Session_High_Dist_ATR:lo,4,4,0,4.5,141.9,567.6,0,4
SHORT,Efficiency_Ratio:hi,Slope_Accel_ST:lo,4,4,0,7.75,3776.38,15105.5,0,4
SHORT,Micro_RangeAccel:lo,Micro_VolOfVol:lo,4,4,0,7.75,3771.0,15084.0,0,4
SHORT,Micro_VolAccel:lo,Micro_VolOfVol:lo,4,4,0,7.75,3771.0,15084.0,0,4
SHORT,Micro_VolOfVol:lo,Slope_Accel_ST:lo,4,4,0,7.75,3771.0,15084.0,0,4
SHORT,AT_Regime_ST:==0,RangeOsc_State:==2,4,4,0,5.0,94.07,376.3,0,4
SHORT,Micro_CSSpread:hi,PrevDay_Close_Dist_ATR:lo,4,4,0,5.75,176.93,707.7,0,4
SHORT,Micro_CSSpread:hi,VWAP_Side:==1,4,4,0,5.75,176.93,707.7,0,4
SHORT,Micro_WickImbalance:lo,PrevDay_High_Side:==1,4,4,0,5.0,132.5,530.0,0,4
SHORT,ATR_1M:hi,D2D_ATR:hi,5,4,1,4.6,226.74,1133.7,0,5
SHORT,AT_Slope_ST:hi,PrevDay_Low_Dist_ATR:hi,4,4,0,5.25,72.72,290.9,0,4
SHORT,D2D_ATR:hi,RangeOsc_State:==2,5,4,1,4.6,226.74,1133.7,0,5
SHORT,RangeOsc_State:==2,Upper_Wick:hi,4,4,0,6.0,159.7,638.8,0,4
