direction,cond_a,cond_b,bars,profitable_bars,loss_events,mean_depth,mean_bar_pnl,sum_pnl,bars_same_signal,bars_cross_signal_only
LONG,Micro_OrderFlowDelta:hi,Micro_VPIN:lo,11,11,0,17.91,381.55,4197.1,0,11
LONG,Micro_OrderFlowDelta:hi,OBVf_Signal:==1,11,11,0,23.91,431.97,4751.7,0,11
LONG,Micro_OrderFlowDelta:hi,OR_Position:lo,11,11,0,28.73,1747.42,19221.6,0,11
LONG,Micro_OrderFlowDelta:hi,Slope_Accel_LT:hi,12,11,1,14.17,118.93,1427.2,0,12
LONG,Micro_OrderFlowDelta:hi,VWAP_Sigma:hi,11,11,0,20.91,2231.11,24542.2,0,11
LONG,Micro_RangeVelocity:lo,Micro_VPIN:lo,12,11,1,12.83,1040.46,12485.5,0,12
LONG,AT_Lookback_ST:hi,RangeOsc_State:==-2,11,11,0,25.27,1855.23,20407.5,0,11
LONG,AT_Score_LT:lo,RangeOsc_State:==-2,11,11,0,11.27,716.3,7879.3,0,11
LONG,AT_Slope_LT:lo,RangeOsc_State:==-2,11,11,0,26.36,3142.35,34565.9,0,11
LONG,RangeOsc_State:==-2,VWAP_Side:==-1,11,11,0,20.45,3550.6,39056.6,0,11
LONG,OR_High_Side:==-1,TChan_A15:hi,11,11,0,16.09,2197.81,24175.9,0,11
LONG,AT_Slope_LT:lo,DailyOpen_Side:==1,11,11,0,19.64,519.77,5717.5,0,11
LONG,D2D_ATR_MA:hi,RangeOsc_Val:lo,12,11,1,23.25,515.89,6190.7,0,12
LONG,D2D_Signal:==1,Micro_Amihud:hi,11,11,0,21.0,1995.25,21947.7,0,11
LONG,DailyOpen_Side:==1,OBV_Macd:lo,11,11,0,17.36,458.77,5046.5,0,11
LONG,Micro_HLAsymmetry:hi,Micro_TickIntensity:lo,11,11,0,19.0,2327.4,25601.4,0,11
LONG,Lower_Wick:hi,RangeOsc_Val:lo,12,11,1,20.83,359.7,4316.4,0,12
LONG,D2D_ATR_MA:hi,Micro_Rejection:lo,11,11,0,20.91,379.4,4173.4,0,11
LONG,OR_Low_Side:==-1,Round_100_Dist_ATR:lo,11,11,0,19.73,483.84,5322.2,0,11
LONG,OR_Low_Side:==-1,Slope_Accel_ST:lo,11,11,0,7.09,133.76,1471.4,0,11
LONG,ST_Flip_Event:==-1,Slope_Accel_LT:hi,11,11,0,6.82,196.3,2159.3,11,0
LONG,ADX_Rising:==0,VWAP_Dist_ATR:lo,11,11,0,13.27,2083.43,22917.7,0,11
LONG,Micro_LogReturn:lo,Upper_Wick:hi,12,11,1,5.92,95.57,1146.8,9,3
LONG,Micro_OrderFlowDelta:lo,Micro_WickImbalance:hi,12,11,1,7.17,59.42,713.1,11,1
LONG,EMA_Oscillator:hi,VWAP_Sigma:hi,12,11,1,18.67,1990.23,23882.8,0,12
LONG,Micro_MicroGap:lo,Volume:hi,11,11,0,18.64,709.03,7799.3,0,11
LONG,ADX_Value:hi,AT_Regime_ST:==1,11,11,0,16.82,840.6,9246.6,0,11
LONG,Micro_VPIN:lo,Volume_Ratio_10:hi,11,11,0,10.45,1455.65,16012.2,0,11
LONG,Efficiency_Ratio:hi,PrevDay_Low_Side:==-1,13,11,2,8.15,423.67,5507.7,0,13
LONG,OR_High_Side:==-1,PoC_Side:==1,11,11,0,14.73,2115.48,23270.3,0,11
LONG,Micro_RangeVelocity:lo,MultiDay_Position:lo,13,11,2,21.77,229.73,2986.5,0,13
LONG,MultiDay_Position:lo,RangeOsc_Val:lo,11,11,0,26.64,585.21,6437.3,0,11
LONG,OR_Low_Side:==-1,TChan_A15:hi,11,11,0,15.0,1640.86,18049.5,0,11
LONG,PrevDay_Low_Dist_ATR:lo,Session_Low_Dist_ATR:lo,11,11,0,16.27,402.0,4422.0,0,11
LONG,Micro_BarOverlap:lo,Volume_Avg_10:hi,11,11,0,20.45,2368.38,26052.2,0,11
LONG,Bar_Range:hi,WeeklyOpen_Side:==-1,11,11,0,17.09,2927.59,32203.5,0,11
LONG,PrevDay_High_Side:==-1,Sqz_State:==1,11,11,0,21.36,1825.35,20078.9,0,11
LONG,EMA_Oscillator:hi,Micro_OrderFlowDelta:hi,11,11,0,20.18,2608.31,28691.4,0,11
LONG,AT_Slope_ST:lo,PrevDay_High_Dist_ATR:hi,11,11,0,14.0,310.48,3415.3,0,11
LONG,Micro_GarmanKlass:hi,Volume:hi,11,11,0,12.09,307.59,3383.5,0,11
LONG,OBVf_Signal:==1,PrevDay_Low_Side:==-1,11,11,0,18.27,296.28,3259.1,0,11
LONG,Round_100_Dist_ATR:lo,Upper_Wick:hi,12,11,1,19.42,505.82,6069.9,0,12
LONG,D2D_ATR:hi,WeeklyOpen_Side:==-1,11,11,0,21.45,1793.31,19726.4,0,11
LONG,RangeOsc_State:==-2,Volume_Avg_10:hi,12,11,1,15.75,1397.04,16764.5,0,12
LONG,Volume_Avg_10:hi,WeeklyOpen_Side:==-1,12,11,1,15.75,1397.04,16764.5,0,12
LONG,Body_Size:hi,WeeklyOpen_Side:==-1,11,11,0,21.27,3302.29,36325.2,0,11
LONG,Micro_BarOverlap:lo,PrevDay_Low_Side:==-1,11,11,0,22.0,2347.36,25821.0,0,11
LONG,D2D_DirStep:==1,KAMA_Dist:hi,11,11,0,27.55,2919.8,32117.8,0,11
LONG,D2D_DirStep:==1,PrevDay_Low_Side:==-1,12,11,1,25.83,2632.98,31595.8,0,12
LONG,Micro_Hurst:hi,MultiDay_Position:lo,11,11,0,22.45,2303.98,25343.8,0,11
LONG,AT_Regime_LT:==1,VWAP_Dist_ATR:lo,11,11,0,11.18,1875.67,20632.4,0,11
LONG,OR_Low_Side:==1,Upper_Wick:hi,13,11,2,8.62,1381.26,17956.4,0,13
LONG,PoC_Side:==1,PrevDay_High_Dist_ATR:lo,11,11,0,13.45,3435.2,37787.2,0,11
LONG,PoC_Side:==1,WeeklyOpen_Side:==-1,11,11,0,15.45,4922.94,54152.3,0,11
LONG,OBV_Macd:lo,OR_Low_Side:==1,13,11,2,7.62,1658.24,21557.1,0,13
LONG,Micro_FailedBreak:hi,Session_High_Dist_ATR:lo,11,11,0,14.45,1761.19,19373.1,0,11
LONG,Micro_Rejection:lo,VWAP_Dist_ATR:lo,12,11,1,8.83,417.52,5010.2,0,12
LONG,DailyOpen_Dist_ATR:lo,PrevDay_High_Dist_ATR:lo,11,11,0,12.91,1937.88,21316.7,0,11
LONG,Micro_Lambda:lo,OR_Position:hi,13,11,2,6.23,364.44,4737.7,11,2
LONG,PrevDay_Close_Side:==-1,Volume:hi,11,11,0,11.18,3096.4,34060.4,0,11
LONG,Micro_Hurst:hi,PoC_Side:==1,11,11,0,13.18,3396.95,37366.4,0,11
LONG,Round_500_Dist_ATR:lo,WeeklyOpen_Side:==-1,11,11,0,11.91,585.05,6435.6,0,11
LONG,Micro_AutoCorr:hi,PrevDay_Close_Side:==-1,11,11,0,10.73,1592.67,17519.4,0,11
LONG,OR_Low_Side:==-1,PrevDay_High_Dist_ATR:lo,11,11,0,14.18,1753.52,19288.7,0,11
LONG,D2D_DirStep:==1,Micro_OrderFlowDelta:hi,11,11,0,27.0,4319.64,47516.0,0,11
LONG,Micro_OrderFlowDelta:lo,Upper_Wick:hi,11,11,0,11.09,250.77,2758.5,0,11
LONG,Bar_Range:hi,Micro_OrderFlowDelta:hi,11,11,0,25.91,4195.09,46146.0,0,11
LONG,Micro_HLAsymmetry:hi,OBVf_Signal:==-1,11,11,0,11.91,1749.16,19240.8,0,11
LONG,Session_High_Dist_ATR:lo,VWAP_Sigma:hi,11,11,0,8.82,795.0,8745.0,0,11
LONG,ADX_Value:hi,Volume_Ratio_10:hi,11,11,0,16.73,1778.45,19563.0,0,11
LONG,AT_Slope_ST:lo,VWAP_Sigma_ATR:lo,11,11,0,26.82,2509.25,27601.8,0,11
LONG,D2D_ATR:hi,VWAP_Sigma_ATR:lo,11,11,0,26.82,2509.25,27601.8,0,11
LONG,Micro_LogReturn:hi,Round_100_Dist_ATR:lo,11,11,0,10.73,336.59,3702.5,0,11
LONG,D2D_ATR:hi,Micro_Lambda:lo,11,11,0,9.73,376.49,4141.4,0,11
LONG,Micro_RangeVelocity:hi,TChan_A15:hi,11,11,0,16.82,560.45,6164.9,0,11
LONG,Micro_RangeVelocity:lo,PrevDay_High_Side:==1,12,11,1,6.0,144.05,1728.6,0,12
LONG,PrevDay_High_Side:==1,Round_100_Dist_ATR:lo,11,11,0,8.09,373.62,4109.8,11,0
LONG,PrevDay_High_Dist_ATR:lo,Slope_EMA_ST:lo,12,11,1,13.33,1515.79,18189.5,0,12
LONG,EMA_Oscillator:lo,PrevDay_High_Side:==-1,11,10,1,9.36,185.0,2035.0,0,11
LONG,Harmonic_OBVf_Concordance:==0,Micro_HLAsymmetry:lo,11,10,1,10.36,264.59,2910.5,0,11
LONG,Micro_HLAsymmetry:lo,Micro_WickImbalance:hi,11,10,1,10.36,264.59,2910.5,0,11
LONG,Micro_MicroGap:hi,Upper_Wick:hi,10,10,0,18.9,454.11,4541.1,0,10
LONG,Micro_MicroGap:hi,Volume_Ratio_10:hi,10,10,0,19.5,1326.8,13268.0,0,10
LONG,Micro_VolOfVol:hi,Momentum_Value:lo,10,10,0,7.3,263.35,2633.5,10,0
LONG,OBV_Macd:lo,VWAP_Dist_ATR:lo,10,10,0,12.4,1820.23,18202.3,0,10
LONG,PrevDay_High_Side:==-1,PrevDay_Low_Dist_ATR:lo,10,10,0,22.6,584.46,5844.6,0,10
LONG,RangeOsc_State:==-1,VWAP_Dist_ATR:lo,10,10,0,10.0,521.31,5213.1,0,10
LONG,Bars_Since_Flip:hi,Lower_Wick:lo,10,10,0,12.1,458.21,4582.1,0,10
LONG,Bars_Since_Flip:hi,Micro_TickIntensity:hi,11,10,1,17.09,218.37,2402.1,0,11
LONG,AT_Score_LT:lo,MultiDay_Position:lo,11,10,1,17.0,285.55,3141.0,0,11
LONG,AT_Score_LT:lo,Round_1000_Dist_ATR:lo,10,10,0,16.5,450.21,4502.1,0,10
LONG,Micro_Amihud:hi,Round_500_Dist_ATR:lo,10,10,0,16.5,497.14,4971.4,0,10
LONG,Micro_PriceAccel:lo,Volume_Avg_10:hi,10,10,0,20.5,1095.09,10950.9,0,10
LONG,MultiDay_Position:lo,Round_500_Dist_ATR:lo,11,10,1,16.09,397.65,4374.2,0,11
LONG,Round_500_Dist_ATR:lo,VWAP_Sigma_ATR:lo,11,10,1,16.09,397.65,4374.2,0,11
LONG,Micro_Amihud:hi,Micro_Hurst:hi,10,10,0,28.0,3041.09,30410.9,0,10
LONG,Micro_Lambda:lo,Micro_OrderFlowDelta:lo,11,10,1,10.45,222.79,2450.7,0,11
LONG,Micro_OrderFlowDelta:lo,OR_Low_Side:==1,11,10,1,9.0,286.53,3151.8,0,11
LONG,Micro_OrderFlowDelta:lo,Slope_EMA_ST:hi,10,10,0,7.3,288.28,2882.8,0,10
LONG,OR_Low_Side:==1,RangeOsc_State:==2,11,10,1,7.36,503.35,5536.8,0,11
LONG,RangeOsc_State:==2,Session_Low_Dist_ATR:lo,11,10,1,8.09,1026.05,11286.5,0,11
LONG,DailyOpen_Side:==-1,OR_High_Side:==-1,10,10,0,6.7,527.28,5272.8,0,10
LONG,Micro_OrderFlowDelta:lo,Round_1000_Dist_ATR:lo,11,10,1,7.45,138.26,1520.9,0,11
LONG,OR_Position:hi,Volume_Avg_10:hi,10,10,0,7.5,616.48,6164.8,0,10
LONG,AT_Slope_ST:lo,Micro_Lambda:lo,12,10,2,12.17,239.72,2876.6,0,12
LONG,Micro_HLAsymmetry:hi,OR_Low_Side:==1,11,10,1,9.73,263.1,2894.1,0,11
LONG,Micro_Lambda:lo,Micro_RangeVelocity:lo,11,10,1,10.09,621.06,6831.7,0,11
LONG,Micro_OrderFlowDelta:lo,Micro_RangeVelocity:lo,10,10,0,12.7,1193.95,11939.5,0,10
LONG,Micro_RangeVelocity:lo,OR_Low_Side:==1,11,10,1,7.91,508.3,5591.3,0,11
LONG,Micro_RangeVelocity:lo,Round_1000_Dist_ATR:lo,10,10,0,16.6,2200.3,22003.0,0,10
LONG,Micro_VolOfVol:lo,Slope_EMA_ST:lo,10,10,0,10.3,123.38,1233.8,0,10
LONG,Round_100_Dist_ATR:lo,Volume_Avg_10:hi,10,10,0,18.3,306.54,3065.4,0,10
LONG,DailyOpen_Dist_ATR:lo,Slope_EMA_ST:lo,11,10,1,16.09,1731.33,19044.6,0,11
LONG,EMA_Oscillator:lo,Slope_EMA_ST:lo,12,10,2,8.5,47.91,574.9,0,12
LONG,Micro_HLAsymmetry:lo,VWAP_Sigma:lo,10,10,0,9.0,356.49,3564.9,10,0
LONG,Micro_WickImbalance:hi,Slope_EMA_ST:lo,11,10,1,14.27,193.15,2124.6,0,11
LONG,AT_Regime_ST:==1,D2D_DirStep:==-1,10,10,0,11.1,132.74,1327.4,0,10
LONG,Micro_VolOfVol:lo,VWAP_Side:==-1,10,10,0,8.8,422.52,4225.2,0,10
LONG,Bar_Range:hi,Micro_WickImbalance:hi,10,10,0,9.8,219.48,2194.8,0,10
LONG,Micro_Entropy:lo,Session_Low_Dist_ATR:lo,11,10,1,7.82,1213.55,13349.0,0,11
LONG,AT_Lookback_ST:hi,EMA_Oscillator:hi,10,10,0,25.8,2486.27,24862.7,0,10
LONG,AT_Lookback_ST:hi,Micro_CSSpread:hi,10,10,0,21.6,413.67,4136.7,0,10
LONG,AT_Lookback_ST:hi,Micro_MicroGap:lo,10,10,0,25.1,471.8,4718.0,0,10
LONG,AT_Lookback_ST:hi,VA_Position:hi,10,10,0,15.5,222.9,2229.0,0,10
LONG,AT_Regime_LT:==1,KAMA_Dist:hi,11,10,1,18.27,667.89,7346.8,0,11
LONG,AT_Regime_LT:==1,Micro_PriceAccel:lo,10,10,0,23.2,385.4,3854.0,0,10
LONG,Bar_Range:hi,Micro_MicroGap:lo,10,10,0,18.0,710.57,7105.7,0,10
LONG,D2D_Signal:==1,VA_Position:hi,10,10,0,13.7,570.93,5709.3,0,10
LONG,KAMA_Dist:hi,Micro_MicroGap:lo,10,10,0,20.2,783.71,7837.1,0,10
LONG,KAMA_Dist:hi,PoC_Side:==1,10,10,0,18.0,3537.94,35379.4,0,10
LONG,KAMA_Dist:hi,RangeOsc_State:==-1,10,10,0,28.4,1111.74,11117.4,0,10
LONG,Micro_CSSpread:hi,Micro_RollProxy:hi,10,10,0,24.0,716.04,7160.4,0,10
LONG,Micro_CSSpread:hi,VA_Position:hi,11,10,1,10.18,470.65,5177.1,0,11
LONG,Micro_MicroGap:lo,Micro_RollProxy:hi,10,10,0,24.5,830.34,8303.4,0,10
LONG,Micro_PriceAccel:lo,Micro_RangeAccel:lo,10,10,0,23.2,385.4,3854.0,0,10
LONG,Micro_PriceAccel:lo,Upper_Wick:hi,10,10,0,21.7,992.94,9929.4,0,10
LONG,Micro_RangeAccel:lo,PoC_Side:==1,10,10,0,13.2,1780.94,17809.4,0,10
LONG,Micro_RangeAccel:lo,PrevDay_Low_Dist_ATR:lo,10,10,0,27.2,462.85,4628.5,0,10
LONG,EMA_Oscillator:hi,Micro_RangeVelocity:hi,10,10,0,21.2,1762.07,17620.7,0,10
LONG,EMA_Oscillator:hi,VWAP_Side:==-1,10,10,0,28.8,2942.67,29426.7,0,10
LONG,Micro_FailedBreak:hi,VA_Position:hi,11,10,1,18.55,731.2,8043.2,0,11
LONG,Micro_RangeVelocity:hi,PrevDay_Low_Dist_ATR:lo,10,10,0,22.1,560.51,5605.1,0,10
LONG,PrevDay_Low_Dist_ATR:lo,VWAP_Side:==-1,10,10,0,28.0,613.04,6130.4,0,10
LONG,Lower_Wick:lo,PrevDay_Low_Side:==-1,11,10,1,13.0,227.07,2497.8,0,11
LONG,Momentum_Value:hi,PrevDay_High_Dist_ATR:lo,10,10,0,13.8,2182.91,21829.1,0,10
LONG,Micro_RangeVelocity:lo,Micro_WickImbalance:hi,12,10,2,10.75,44.35,532.2,0,12
LONG,Micro_RangeAccel:hi,Volume:hi,10,10,0,21.0,600.59,6005.9,0,10
LONG,Micro_Rejection:lo,PrevDay_High_Side:==-1,10,10,0,10.4,243.91,2439.1,0,10
LONG,Micro_Lambda:lo,Slope_Accel_LT:hi,11,10,1,6.64,254.75,2802.2,0,11
LONG,D2D_Signal:==1,Round_1000_Dist_ATR:lo,10,10,0,14.4,3403.69,34036.9,0,10
LONG,AT_Score_LT:lo,Bar_Range:hi,10,10,0,13.1,360.06,3600.6,0,10
LONG,Bars_Since_Flip:hi,Micro_FractalDim:lo,10,10,0,21.7,319.71,3197.1,0,10
LONG,D2D_DirStep:==1,PrevDay_High_Side:==-1,10,10,0,34.6,4390.19,43901.9,0,10
LONG,Micro_Amihud:hi,RangeOsc_Val:lo,11,10,1,26.91,607.78,6685.6,0,11
LONG,Micro_AutoCorr:hi,RangeOsc_Val:lo,10,10,0,28.9,597.26,5972.6,0,10
LONG,Micro_BarOverlap:lo,RangeOsc_State:==-1,10,10,0,25.5,533.22,5332.2,0,10
LONG,D2D_DirStep:==1,OR_Position:lo,11,10,1,27.82,1791.44,19705.8,0,11
LONG,Micro_BarOverlap:lo,OR_Position:lo,10,10,0,23.7,470.17,4701.7,0,10
LONG,Micro_Hurst:hi,Micro_TickIntensity:hi,11,10,1,12.36,129.01,1419.1,0,11
LONG,D2D_Signal:==0,OR_High_Side:==-1,10,10,0,27.5,905.39,9053.9,0,10
LONG,Micro_FractalDim:lo,Slope_Accel_LT:hi,10,10,0,12.2,221.67,2216.7,0,10
LONG,Micro_HLAsymmetry:hi,Slope_Accel_LT:hi,10,10,0,20.9,378.4,3784.0,0,10
LONG,Lower_Wick:hi,Micro_HLAsymmetry:hi,11,10,1,26.91,1357.01,14927.1,0,11
LONG,Lower_Wick:hi,Slope_Accel_LT:hi,10,10,0,19.1,348.94,3489.4,0,10
LONG,Lower_Wick:hi,VWAP_Sigma:hi,10,10,0,22.1,1044.44,10444.4,0,10
LONG,Micro_CSSpread:hi,Micro_FailedBreak:hi,11,10,1,19.82,748.15,8229.6,0,11
LONG,D2D_ATR:hi,Round_500_Dist_ATR:lo,10,10,0,20.0,500.83,5008.3,0,10
LONG,AT_Lookback_ST:hi,Micro_VPIN:lo,10,10,0,21.3,496.89,4968.9,0,10
LONG,AT_Score_LT:lo,Micro_VolOfVol:hi,11,10,1,18.82,251.13,2762.4,0,11
LONG,AT_Score_LT:lo,Micro_WickImbalance:lo,10,10,0,19.2,419.27,4192.7,0,10
LONG,Micro_Amihud:hi,OBVf_Signal:==1,11,10,1,23.36,319.35,3512.9,0,11
LONG,Micro_FailedBreak:hi,Micro_VPIN:lo,10,10,0,15.5,356.1,3561.0,0,10
LONG,Micro_OrderFlowDelta:hi,Micro_RangeVelocity:lo,10,10,0,22.0,2313.18,23131.8,0,10
LONG,Micro_RangeAccel:lo,Micro_VPIN:lo,10,10,0,16.0,1279.07,12790.7,0,10
LONG,Micro_VPIN:lo,Micro_WickImbalance:lo,11,10,1,17.18,1260.08,13860.9,0,11
LONG,D2D_ATR_MA:hi,Micro_RangeAccel:hi,10,10,0,19.4,461.87,4618.7,0,10
LONG,Micro_FractalDim:hi,Slope_Accel_LT:hi,11,10,1,8.91,92.17,1013.9,0,11
LONG,Micro_RangeAccel:hi,Sqz_State:==1,10,10,0,23.0,522.21,5222.1,0,10
LONG,Micro_VolOfVol:hi,RangeOsc_State:==-2,10,10,0,21.5,1900.38,19003.8,0,10
LONG,Momentum_Value:hi,OBV_Velocity:hi,11,10,1,14.27,610.28,6713.1,0,11
LONG,OBV_Velocity:hi,Sqz_State:==1,10,10,0,11.3,556.13,5561.3,0,10
LONG,OBV_Velocity:hi,VWAP_Sigma:hi,10,10,0,9.7,625.61,6256.1,0,10
LONG,AT_Regime_ST:==1,Sqz_Val:hi,11,10,1,17.27,1853.88,20392.7,0,11
LONG,AT_Slope_LT:lo,Slope_Accel_LT:lo,10,10,0,27.9,2478.26,24782.6,0,10
LONG,Body_Size:hi,Slope_Accel_LT:lo,10,10,0,27.5,2591.19,25911.9,0,10
LONG,D2D_ATR_MA:hi,D2D_Signal:==1,10,10,0,22.9,2222.83,22228.3,0,10
LONG,DailyOpen_Side:==1,Micro_Amihud:hi,10,10,0,18.2,529.76,5297.6,0,10
LONG,Micro_LogReturn:hi,Micro_TickIntensity:lo,10,10,0,20.0,2509.2,25092.0,0,10
LONG,Micro_LogReturn:hi,OBVf_Signal:==1,10,10,0,18.6,346.84,3468.4,0,10
LONG,OBVf_Signal:==1,OR_High_Side:==-1,10,10,0,21.5,443.43,4434.3,0,10
LONG,D2D_DirStep:==-1,Round_100_Dist_ATR:lo,10,10,0,9.3,156.52,1565.2,0,10
LONG,Micro_OrderFlowDelta:lo,OR_Low_Side:==-1,11,10,1,12.55,153.66,1690.3,5,6
LONG,Micro_Hurst:hi,RangeOsc_State:==-2,10,10,0,22.3,3723.26,37232.6,0,10
LONG,Micro_Hurst:hi,Sqz_State:==1,10,10,0,18.9,2214.19,22141.9,0,10
LONG,ADX_Rising:==0,DailyOpen_Dist_ATR:lo,10,10,0,14.5,2251.69,22516.9,0,10
LONG,AT_Score_LT:lo,Micro_Rejection:lo,10,10,0,7.1,91.53,915.3,0,10
LONG,Micro_MicroGap:lo,Micro_WickImbalance:lo,10,10,0,19.6,927.53,9275.3,0,10
LONG,KAMA_Dist:hi,OR_High_Side:==-1,10,10,0,17.9,1289.42,12894.2,0,10
LONG,PrevDay_Low_Side:==-1,ST_Flip_Event:==-1,10,10,0,7.8,172.4,1724.0,0,10
LONG,KAMA_Dist:hi,Micro_VPIN:lo,10,10,0,11.3,608.22,6082.2,0,10
LONG,Efficiency_Ratio:hi,Micro_VPIN:lo,12,10,2,8.67,973.03,11676.4,12,0
LONG,Micro_HLAsymmetry:hi,Micro_VPIN:lo,10,10,0,16.3,382.83,3828.3,0,10
LONG,Micro_VPIN:lo,Upper_Wick:hi,10,10,0,15.6,392.43,3924.3,0,10
LONG,AT_Slope_LT:lo,PrevDay_High_Dist_ATR:lo,10,10,0,14.7,1930.14,19301.4,0,10
LONG,Micro_RangeAccel:lo,WeeklyOpen_Side:==-1,11,10,1,14.91,1554.86,17103.5,0,11
LONG,AT_Regime_LT:==1,TChan_A15:hi,10,10,0,19.0,3190.3,31903.0,0,10
LONG,D2D_ATR_MA:hi,PrevDay_Low_Dist_ATR:lo,10,10,0,26.3,619.32,6193.2,0,10
LONG,D2D_DirStep:==1,TChan_A15:hi,10,10,0,25.0,2502.38,25023.8,0,10
LONG,Micro_AutoCorr:hi,Sqz_State:==1,10,10,0,19.6,1700.54,17005.4,0,10
LONG,Micro_AutoCorr:hi,Volume_Avg_10:hi,10,10,0,20.8,2482.72,24827.2,0,10
LONG,Micro_LogReturn:hi,Sqz_State:==1,10,10,0,20.0,1726.85,17268.5,0,10
LONG,OBVf_Signal:==1,PrevDay_Low_Dist_ATR:lo,10,10,0,26.3,551.31,5513.1,0,10
LONG,AT_Score_LT:lo,D2D_Signal:==1,10,10,0,6.6,828.43,8284.3,0,10
LONG,Micro_PriceAccel:hi,Momentum_Value:hi,10,10,0,18.9,2093.95,20939.5,0,10
LONG,ADX_Rising:==0,Bars_Since_Flip:hi,10,10,0,15.2,516.99,5169.9,0,10
LONG,Micro_HLAsymmetry:hi,PrevDay_High_Dist_ATR:hi,10,10,0,14.4,334.99,3349.9,0,10
LONG,Micro_Rejection:lo,MultiDay_Position:lo,11,10,1,20.09,525.92,5785.1,0,11
LONG,Bars_Since_Flip:hi,WeeklyOpen_Side:==-1,12,10,2,20.0,1529.98,18359.8,0,12
LONG,AT_Regime_LT:==1,WeeklyOpen_Side:==-1,11,10,1,15.36,1509.19,16601.1,0,11
LONG,Micro_MicroGap:hi,Micro_Rejection:lo,10,10,0,12.3,319.43,3194.3,0,10
LONG,AT_Regime_LT:==1,DailyOpen_Side:==-1,10,10,0,6.5,603.78,6037.8,0,10
LONG,AT_Slope_ST:lo,Momentum_Value:lo,10,10,0,8.0,146.87,1468.7,0,10
LONG,Session_High_Dist_ATR:lo,WeeklyOpen_Side:==-1,10,10,0,13.4,3725.42,37254.2,0,10
LONG,DailyOpen_Dist_ATR:lo,WeeklyOpen_Side:==-1,10,10,0,11.8,2036.27,20362.7,0,10
LONG,Bars_Since_Flip:hi,OR_Low_Side:==1,13,10,3,6.31,103.87,1350.3,0,13
LONG,Momentum_Value:hi,VWAP_Side:==1,10,10,0,11.6,2059.93,20599.3,0,10
LONG,TChan_A15:hi,VWAP_Side:==-1,10,10,0,17.5,935.85,9358.5,0,10
LONG,Round_500_Dist_ATR:lo,Session_High_Dist_ATR:lo,11,10,1,8.45,451.59,4967.5,0,11
LONG,Micro_PriceAccel:hi,Session_High_Dist_ATR:lo,10,10,0,9.0,862.44,8624.4,0,10
LONG,VA_Position:hi,Volume_Avg_10:hi,11,10,1,6.27,128.39,1412.3,0,11
LONG,Bars_Since_Flip:hi,Slope_Accel_LT:lo,10,10,0,19.9,765.38,7653.8,0,10
LONG,Micro_PriceAccel:hi,Volume_Ratio_10:hi,10,10,0,14.8,511.49,5114.9,0,10
LONG,TChan_A15:hi,VWAP_Sigma:hi,10,10,0,13.5,403.61,4036.1,0,10
LONG,VA_Position:hi,Volume_Ratio_10:hi,11,10,1,15.82,839.44,9233.8,0,11
LONG,Micro_VolOfVol:hi,VWAP_Side:==1,10,10,0,12.4,1904.78,19047.8,0,10
LONG,KAMA_Dist:hi,Session_Low_Dist_ATR:lo,10,10,0,18.8,2997.93,29979.3,0,10
LONG,Micro_RangeAccel:lo,Session_High_Dist_ATR:lo,10,10,0,12.8,1800.45,18004.5,0,10
LONG,Round_500_Dist_ATR:lo,VWAP_Dist_ATR:lo,10,10,0,10.8,454.71,4547.1,0,10
LONG,DailyOpen_Dist_ATR:lo,Sqz_State:==1,10,10,0,10.9,698.24,6982.4,0,10
LONG,Micro_RollProxy:hi,Session_High_Dist_ATR:lo,10,10,0,15.0,1927.47,19274.7,0,10
LONG,AT_Slope_ST:lo,PrevDay_High_Dist_ATR:lo,11,10,1,14.45,1621.16,17832.8,0,11
LONG,Micro_HLAsymmetry:hi,PrevDay_High_Side:==1,11,10,1,8.0,300.68,3307.5,0,11
LONG,Micro_LogReturn:hi,PrevDay_High_Side:==1,11,10,1,6.36,213.19,2345.1,0,11
LONG,OR_High_Side:==-1,PrevDay_High_Side:==1,11,10,1,6.91,294.06,3234.7,0,11
LONG,Micro_RollProxy:hi,PrevDay_High_Side:==1,11,10,1,7.18,235.29,2588.2,11,0
LONG,D2D_ATR_MA:hi,Round_1000_Dist_ATR:lo,11,10,1,14.55,2023.09,22254.0,0,11
LONG,Micro_Rejection:lo,RangeOsc_Val:hi,10,10,0,6.8,528.38,5283.8,0,10
LONG,Micro_CSSpread:hi,Volume:hi,10,10,0,18.3,918.19,9181.9,0,10
LONG,Micro_WickImbalance:lo,OR_Low_Side:==1,10,10,0,9.9,362.73,3627.3,0,10
LONG,D2D_ATR_MA:hi,PrevDay_High_Side:==1,11,10,1,8.0,305.95,3365.5,10,1
LONG,Bars_Since_Flip:hi,DailyOpen_Dist_ATR:lo,9,9,0,10.67,475.61,4280.5,0,9
LONG,DailyOpen_Dist_ATR:lo,Micro_Amihud:hi,9,9,0,15.56,2011.54,18103.9,0,9
LONG,DailyOpen_Dist_ATR:lo,Volume_Ratio_10:hi,9,9,0,14.33,2066.96,18602.6,0,9
LONG,EMA_Oscillator:lo,Lower_Wick:hi,10,9,1,9.3,140.05,1400.5,0,10
LONG,EMA_Oscillator:lo,OR_High_Side:==-1,10,9,1,9.9,136.44,1364.4,0,10
LONG,EMA_Oscillator:lo,VWAP_Dist_ATR:lo,9,9,0,9.89,257.12,2314.1,0,9
