direction,lag,condition,win_true,win_rate,lose_true,lose_rate,lift,p,BY_reject
SHORT,2,Micro_Amihud:hi,39,0.4642857142857143,273,0.42992125984251967,1.0799319727891157,0.560069938972003,False
SHORT,2,Micro_Amihud:lo,6,0.07142857142857142,52,0.08188976377952756,0.8722527472527473,1.0,False
SHORT,2,Micro_AutoCorr:hi,16,0.19047619047619047,123,0.19370078740157481,0.9833526906697637,1.0,False
SHORT,2,Micro_AutoCorr:lo,11,0.13095238095238096,101,0.15905511811023623,0.8233144743045733,0.6310092650699262,False
SHORT,2,Micro_BarEntropy:hi,25,0.2976190476190476,122,0.1921259842519685,1.5490827478532396,0.030407009323523228,False
SHORT,2,Micro_BarEntropy:lo,13,0.15476190476190477,126,0.1984251968503937,0.7799508692365835,0.38097492449060283,False
SHORT,2,Micro_BarOverlap:hi,20,0.23809523809523808,149,0.2346456692913386,1.0147011824864174,1.0,False
SHORT,2,Micro_BarOverlap:lo,10,0.11904761904761904,97,0.15275590551181104,0.7793323514972998,0.5145115777993354,False
SHORT,2,Micro_CSSpread:hi,30,0.35714285714285715,215,0.33858267716535434,1.0548172757475083,0.806582288583541,False
SHORT,2,Micro_CSSpread:lo,11,0.13095238095238096,73,0.11496062992125984,1.139106327462492,0.7171083556539071,False
SHORT,2,Micro_Entropy:hi,7,0.08333333333333333,54,0.08503937007874016,0.9799382716049382,1.0,False
SHORT,2,Micro_Entropy:lo,25,0.2976190476190476,159,0.2503937007874016,1.1886043725666366,0.3535861508161299,False
SHORT,2,Micro_FailedBreak:hi,9,0.10714285714285714,117,0.18425196850393702,0.5815018315018314,0.09275908120091808,False
SHORT,2,Micro_FailedBreak:lo,17,0.20238095238095238,91,0.14330708661417324,1.4122187336473049,0.19181120495742174,False
SHORT,2,Micro_FractalDim:hi,1,0.011904761904761904,43,0.06771653543307087,0.17580287929125138,0.049422724775134166,False
SHORT,2,Micro_FractalDim:lo,46,0.5476190476190477,279,0.4393700787401575,1.2463731012118109,0.06310282488189585,False
SHORT,2,Micro_GarmanKlass:hi,66,0.7857142857142857,314,0.494488188976378,1.5889444949954503,3.4502750749939466e-07,True
SHORT,2,Micro_GarmanKlass:lo,2,0.023809523809523808,28,0.04409448818897638,0.5399659863945578,0.5635662872732929,False
SHORT,2,Micro_HLAsymmetry:hi,26,0.30952380952380953,205,0.3228346456692913,0.9587688734030199,0.9011800624703962,False
SHORT,2,Micro_HLAsymmetry:lo,33,0.39285714285714285,169,0.26614173228346455,1.4761200338123415,0.019671465797393605,False
SHORT,2,Micro_Hurst:hi,25,0.2976190476190476,119,0.18740157480314962,1.5881352541016405,0.02849320542881287,False
SHORT,2,Micro_Hurst:lo,9,0.10714285714285714,112,0.1763779527559055,0.6074617346938775,0.12218486937207831,False
SHORT,2,Micro_IBSP:hi,10,0.11904761904761904,137,0.215748031496063,0.5517900590893291,0.04322864897553612,False
SHORT,2,Micro_IBSP:lo,23,0.27380952380952384,124,0.1952755905511811,1.4021697388632874,0.1123217548454636,False
SHORT,2,Micro_Lambda:hi,19,0.2261904761904762,147,0.231496062992126,0.9770813087139617,1.0,False
SHORT,2,Micro_Lambda:lo,18,0.21428571428571427,129,0.2031496062992126,1.0548172757475083,0.7751894652839244,False
SHORT,2,Micro_LogReturn:hi,24,0.2857142857142857,189,0.29763779527559053,0.9599395313681028,0.8991058383311409,False
SHORT,2,Micro_LogReturn:lo,33,0.39285714285714285,180,0.28346456692913385,1.3859126984126984,0.042498084251540384,False
SHORT,2,Micro_MicroGap:hi,12,0.14285714285714285,94,0.14803149606299212,0.9650455927051671,1.0,False
SHORT,2,Micro_MicroGap:lo,18,0.21428571428571427,78,0.12283464566929134,1.7445054945054945,0.026267873920865544,False
SHORT,2,Micro_MomoTransfer:hi,15,0.17857142857142858,99,0.15590551181102363,1.1453823953823954,0.6331189518370912,False
SHORT,2,Micro_MomoTransfer:lo,19,0.2261904761904762,137,0.215748031496063,1.0484011122697254,0.8879722285452898,False
SHORT,2,Micro_OrderFlowDelta:hi,27,0.32142857142857145,208,0.32755905511811023,0.9812843406593408,1.0,False
SHORT,2,Micro_OrderFlowDelta:lo,34,0.40476190476190477,181,0.28503937007874014,1.4200210470928705,0.030655008847350427,False
SHORT,2,Micro_PriceAccel:hi,31,0.36904761904761907,179,0.28188976377952757,1.309191274275073,0.1247928032794966,False
SHORT,2,Micro_PriceAccel:lo,36,0.42857142857142855,202,0.31811023622047246,1.347241867043847,0.04854622525574244,False
SHORT,2,Micro_RangeAccel:hi,40,0.47619047619047616,307,0.48346456692913387,0.9849542422832325,0.9081400631850958,False
SHORT,2,Micro_RangeAccel:lo,24,0.2857142857142857,128,0.2015748031496063,1.4174107142857142,0.08755090685272213,False
SHORT,2,Micro_RangeVelocity:hi,22,0.2619047619047619,154,0.24251968503937008,1.0799319727891157,0.6869250696677198,False
SHORT,2,Micro_RangeVelocity:lo,37,0.44047619047619047,220,0.3464566929133858,1.2713744588744589,0.11477041875509053,False
SHORT,2,Micro_Rejection:hi,11,0.13095238095238096,133,0.2094488188976378,0.6252237737200144,0.10993170835644253,False
SHORT,2,Micro_Rejection:lo,20,0.23809523809523808,141,0.2220472440944882,1.072272880783519,0.7806580844178816,False
SHORT,2,Micro_RollProxy:hi,29,0.34523809523809523,207,0.32598425196850395,1.0590637221072003,0.7124972086870831,False
SHORT,2,Micro_RollProxy:lo,34,0.40476190476190477,200,0.31496062992125984,1.2851190476190477,0.10770224322871458,False
SHORT,2,Micro_ThrustEff:hi,3,0.03571428571428571,31,0.048818897637795275,0.7315668202764977,0.7869898317129032,False
SHORT,2,Micro_ThrustEff:lo,39,0.4642857142857143,259,0.4078740157480315,1.1383066740209598,0.34679829785226746,False
SHORT,2,Micro_TickIntensity:hi,18,0.21428571428571427,117,0.18425196850393702,1.1630036630036629,0.5517529031455762,False
SHORT,2,Micro_TickIntensity:lo,26,0.30952380952380953,166,0.2614173228346457,1.184021801491681,0.3595338926846644,False
SHORT,2,Micro_VPIN:hi,26,0.30952380952380953,182,0.2866141732283465,1.0799319727891157,0.7011733198106243,False
SHORT,2,Micro_VPIN:lo,14,0.16666666666666666,95,0.14960629921259844,1.1140350877192982,0.6309276786993743,False
SHORT,2,Micro_VolAccel:hi,16,0.19047619047619047,160,0.25196850393700787,0.7559523809523809,0.27954984008063977,False
SHORT,2,Micro_VolAccel:lo,21,0.25,196,0.30866141732283464,0.8099489795918368,0.3123709931994926,False
SHORT,2,Micro_VolOfVol:hi,62,0.7380952380952381,320,0.5039370078740157,1.4646577380952381,6.246809378588935e-05,True
SHORT,2,Micro_VolOfVol:lo,4,0.047619047619047616,58,0.09133858267716535,0.5213464696223317,0.2178037624721735,False
SHORT,2,Micro_WickImbalance:hi,32,0.38095238095238093,222,0.34960629921259845,1.0896610896610894,0.6272953744687368,False
SHORT,2,Micro_WickImbalance:lo,24,0.2857142857142857,144,0.22677165354330708,1.2599206349206349,0.27174182488802784,False
SHORT,2,Momentum_Value:hi,0,0.0,20,0.031496062992125984,0.0,0.1530368053074551,False
SHORT,2,Momentum_Value:lo,73,0.8690476190476191,435,0.6850393700787402,1.268609742747674,0.00031377210355409925,True
SHORT,2,MultiDay_Position:hi,31,0.36904761904761907,192,0.30236220472440944,1.2205481150793651,0.2123480325101425,False
SHORT,2,MultiDay_Position:lo,25,0.2976190476190476,208,0.32755905511811023,0.9085966117216118,0.6216310757500769,False
SHORT,2,MultiDay_Slope:hi,19,0.2261904761904762,119,0.18740157480314962,1.2069827931172468,0.3798297660412533,False
SHORT,2,MultiDay_Slope:lo,13,0.15476190476190477,143,0.2251968503937008,0.6872294372294372,0.15995563798213688,False
SHORT,2,OBV_Macd:hi,15,0.17857142857142858,172,0.27086614173228346,0.6592607973421927,0.08470850882506167,False
SHORT,2,OBV_Macd:lo,22,0.2619047619047619,92,0.14488188976377953,1.807712215320911,0.010133891817491593,False
SHORT,2,OBV_Velocity:hi,1,0.011904761904761904,17,0.026771653543307086,0.44467787114845936,0.7104417650963298,False
SHORT,2,OBV_Velocity:lo,53,0.6309523809523809,322,0.5070866141732283,1.2442694469091986,0.03643117335415333,False
SHORT,2,OBVf_DirStepCount:hi,11,0.13095238095238096,57,0.08976377952755905,1.4588554720133668,0.23346037998380964,False
SHORT,2,OBVf_DirStepCount:lo,0,0.0,37,0.05826771653543307,0.0,0.01563890454858029,False
SHORT,2,OBVf_Signal:==-1,68,0.8095238095238095,460,0.7244094488188977,1.1174948240165632,0.11447193451875631,False
SHORT,2,OBVf_Signal:==1,16,0.19047619047619047,175,0.2755905511811024,0.6911564625850339,0.11447193451875631,False
SHORT,2,OBVf_Trend_Dir:==-1,68,0.8095238095238095,460,0.7244094488188977,1.1174948240165632,0.11447193451875631,False
SHORT,2,OBVf_Trend_Dir:==1,16,0.19047619047619047,175,0.2755905511811024,0.6911564625850339,0.11447193451875631,False
SHORT,2,OR_High_Dist_ATR:hi,6,0.07142857142857142,97,0.15275590551181104,0.4675994108983799,0.04665853662705729,False
SHORT,2,OR_High_Dist_ATR:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,2,OR_High_Side:==-1,44,0.5238095238095238,252,0.3968503937007874,1.3199168556311414,0.033278797410809954,False
SHORT,2,OR_High_Side:==0,28,0.3333333333333333,241,0.3795275590551181,0.8782849239280774,0.4720484316520536,False
SHORT,2,OR_High_Side:==1,12,0.14285714285714285,142,0.22362204724409449,0.6388329979879276,0.11842688541624255,False
SHORT,2,OR_Low_Dist_ATR:hi,11,0.13095238095238096,90,0.14173228346456693,0.923941798941799,0.8687576521605196,False
SHORT,2,OR_Low_Dist_ATR:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,2,OR_Low_Side:==-1,27,0.32142857142857145,145,0.2283464566929134,1.4076354679802956,0.07595939690212271,False
SHORT,2,OR_Low_Side:==0,28,0.3333333333333333,240,0.3779527559055118,0.8819444444444444,0.4723488082687547,False
SHORT,2,OR_Low_Side:==1,29,0.34523809523809523,250,0.3937007874015748,0.8769047619047619,0.40734000272441284,False
SHORT,2,OR_Position:hi,13,0.15476190476190477,155,0.2440944881889764,0.6340245775729647,0.07487607118741746,False
SHORT,2,OR_Position:lo,33,0.39285714285714285,173,0.27244094488188975,1.4419900908340215,0.02848955365698491,False
SHORT,2,PoC_Side:==-1,6,0.07142857142857142,79,0.12440944881889764,0.5741410488245932,0.20698629801575297,False
SHORT,2,PoC_Side:==0,9,0.10714285714285714,30,0.047244094488188976,2.267857142857143,0.035815506774717204,False
SHORT,2,PoC_Side:==1,69,0.8214285714285714,526,0.8283464566929134,0.9916485605649104,0.8780884021039976,False
SHORT,2,PrevDay_Close_Dist_ATR:hi,4,0.047619047619047616,71,0.11181102362204724,0.425888665325285,0.08568482114566678,False
SHORT,2,PrevDay_Close_Dist_ATR:lo,34,0.40476190476190477,216,0.3401574803149606,1.1899250440917108,0.2726596701985432,False
SHORT,2,PrevDay_Close_Side:==-1,48,0.5714285714285714,331,0.521259842519685,1.096245144583513,0.41691169586214527,False
SHORT,2,PrevDay_Close_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,2,PrevDay_Close_Side:==1,36,0.42857142857142855,304,0.47874015748031495,0.8952067669172932,0.41691169586214527,False
SHORT,2,PrevDay_High_Dist_ATR:hi,2,0.023809523809523808,62,0.09763779527559055,0.24385560675883255,0.023366914868465982,False
SHORT,2,PrevDay_High_Dist_ATR:lo,55,0.6547619047619048,248,0.3905511811023622,1.6765072964669738,5.845966970700847e-06,True
SHORT,2,PrevDay_High_Side:==-1,54,0.6428571428571429,477,0.7511811023622047,0.8557951482479785,0.046641893589675215,False
SHORT,2,PrevDay_High_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,2,PrevDay_High_Side:==1,30,0.35714285714285715,158,0.24881889763779527,1.435352622061483,0.046641893589675215,False
SHORT,2,PrevDay_Low_Dist_ATR:hi,9,0.10714285714285714,61,0.09606299212598425,1.1153395784543325,0.6974945470713698,False
SHORT,2,PrevDay_Low_Dist_ATR:lo,39,0.4642857142857143,267,0.4204724409448819,1.1042001070090959,0.48179259189310664,False
SHORT,2,PrevDay_Low_Side:==-1,20,0.23809523809523808,153,0.2409448818897638,0.9881730469965763,1.0,False
SHORT,2,PrevDay_Low_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,2,PrevDay_Low_Side:==1,64,0.7619047619047619,482,0.7590551181102362,1.0037541987749456,1.0,False
SHORT,2,RangeOsc_State:==-1,55,0.6547619047619048,282,0.4440944881889764,1.4743752110773387,0.0002936758927695913,True
SHORT,2,RangeOsc_State:==-2,11,0.13095238095238096,116,0.1826771653543307,0.7168513957307061,0.2877628784963009,False
SHORT,2,RangeOsc_State:==1,5,0.05952380952380952,128,0.2015748031496063,0.2952938988095238,0.0008615746162489921,True
SHORT,2,RangeOsc_State:==2,13,0.15476190476190477,109,0.17165354330708663,0.9015945827872434,0.7595596140800566,False
SHORT,2,RangeOsc_Val:hi,3,0.03571428571428571,68,0.10708661417322834,0.3335084033613445,0.04889212570552188,False
SHORT,2,RangeOsc_Val:lo,49,0.5833333333333334,186,0.2929133858267717,1.9914874551971327,3.923668212836635e-07,True
SHORT,2,Round_1000_Dist_ATR:hi,2,0.023809523809523808,23,0.03622047244094488,0.6573498964803313,0.7572276698480066,False
SHORT,2,Round_1000_Dist_ATR:lo,53,0.6309523809523809,265,0.41732283464566927,1.5119047619047619,0.0002620964894876574,True
SHORT,2,Round_100_Dist_ATR:hi,0,0.0,17,0.026771653543307086,0.0,0.2440515870463119,False
SHORT,2,Round_100_Dist_ATR:lo,46,0.5476190476190477,260,0.4094488188976378,1.3374542124542126,0.018718406767139498,False
SHORT,2,Round_500_Dist_ATR:hi,0,0.0,29,0.04566929133858268,0.0,0.038805189064568424,False
SHORT,2,Round_500_Dist_ATR:lo,50,0.5952380952380952,260,0.4094488188976378,1.4537545787545787,0.0014832793951522305,True
SHORT,2,ST_Flip_Event:==-1,2,0.023809523809523808,21,0.03307086614173228,0.719954648526077,1.0,False
SHORT,2,ST_Flip_Event:==0,82,0.9761904761904762,613,0.9653543307086614,1.0112250446671327,1.0,False
SHORT,2,ST_Flip_Event:==1,0,0.0,1,0.0015748031496062992,0.0,1.0,False
SHORT,2,Session_High_Dist_ATR:hi,2,0.023809523809523808,61,0.09606299212598425,0.24785323965651834,0.023312932359024617,False
SHORT,2,Session_High_Dist_ATR:lo,32,0.38095238095238093,172,0.27086614173228346,1.406423034330011,0.03965238830253508,False
SHORT,2,Session_High_Side:==-1,84,1.0,633,0.9968503937007874,1.0031595576619272,1.0,False
SHORT,2,Session_High_Side:==0,0,0.0,2,0.0031496062992125984,0.0,1.0,False
SHORT,2,Session_Low_Dist_ATR:hi,6,0.07142857142857142,55,0.08661417322834646,0.8246753246753247,0.8348492494076292,False
SHORT,2,Session_Low_Dist_ATR:lo,47,0.5595238095238095,252,0.3968503937007874,1.409911186696901,0.006462570262634981,False
SHORT,2,Session_Low_Side:==0,0,0.0,6,0.009448818897637795,0.0,1.0,False
SHORT,2,Session_Low_Side:==1,84,1.0,629,0.9905511811023622,1.0095389507154213,1.0,False
SHORT,2,Slope_Accel_LT:hi,1,0.011904761904761904,30,0.047244094488188976,0.251984126984127,0.24511488419780952,False
SHORT,2,Slope_Accel_LT:lo,29,0.34523809523809523,100,0.15748031496062992,2.1922619047619047,0.00010765304014773868,True
SHORT,2,Slope_Accel_ST:hi,1,0.011904761904761904,39,0.06141732283464567,0.19383394383394384,0.07358219517103895,False
SHORT,2,Slope_Accel_ST:lo,66,0.7857142857142857,416,0.6551181102362205,1.1993475274725274,0.018568819252318652,False
SHORT,2,Slope_EMA_LT:hi,31,0.36904761904761907,208,0.32755905511811023,1.1266597985347986,0.46104741693457973,False
SHORT,2,Slope_EMA_LT:lo,13,0.15476190476190477,127,0.2,0.7738095238095238,0.38045514920791634,False
SHORT,2,Slope_EMA_ST:hi,2,0.023809523809523808,47,0.07401574803149606,0.32168186423505574,0.10553392495993444,False
SHORT,2,Slope_EMA_ST:lo,48,0.5714285714285714,262,0.4125984251968504,1.3849509269356597,0.006863540773923835,False
SHORT,2,Sqz_State:==-1,71,0.8452380952380952,527,0.8299212598425196,1.018455769404536,0.8766631569747299,False
SHORT,2,Sqz_State:==1,13,0.15476190476190477,108,0.1700787401574803,0.9099426807760141,0.8766631569747299,False
SHORT,2,Sqz_Val:hi,0,0.0,18,0.028346456692913385,0.0,0.2521381801054463,False
SHORT,2,Sqz_Val:lo,75,0.8928571428571429,469,0.7385826771653543,1.208879074017667,0.0016564796690925056,True
SHORT,2,TChan_A15:hi,15,0.17857142857142858,154,0.24251968503937008,0.7363172541743971,0.21930195539163422,False
SHORT,2,TChan_A15:lo,12,0.14285714285714285,100,0.15748031496062992,0.9071428571428571,0.8728816523363703,False
SHORT,2,Trend_Concordance:==0,16,0.19047619047619047,167,0.262992125984252,0.7242657542058739,0.18246120771174257,False
SHORT,2,Trend_Concordance:==1,68,0.8095238095238095,468,0.7370078740157481,1.0983923483923483,0.18246120771174257,False
SHORT,2,Trend_Conflict:==0,68,0.8095238095238095,468,0.7370078740157481,1.0983923483923483,0.18246120771174257,False
SHORT,2,Trend_Conflict:==1,16,0.19047619047619047,167,0.262992125984252,0.7242657542058739,0.18246120771174257,False
SHORT,2,Upper_Wick:hi,47,0.5595238095238095,222,0.34960629921259845,1.6004397254397253,0.00028307223955392573,True
SHORT,2,Upper_Wick:lo,7,0.08333333333333333,82,0.12913385826771653,0.6453252032520325,0.29067909979699613,False
SHORT,2,VAH_Dist_ATR:hi,9,0.10714285714285714,72,0.11338582677165354,0.9449404761904762,1.0,False
SHORT,2,VAH_Dist_ATR:lo,44,0.5238095238095238,231,0.3637795275590551,1.4399092970521543,0.0058264178075946235,False
SHORT,2,VAH_Side:==-1,12,0.14285714285714285,108,0.1700787401574803,0.8399470899470899,0.6408420900072508,False
SHORT,2,VAH_Side:==0,12,0.14285714285714285,28,0.04409448818897638,3.2397959183673466,0.0010699029625147107,True
SHORT,2,VAH_Side:==1,60,0.7142857142857143,499,0.7858267716535433,0.9089607787002577,0.16199652579371066,False
SHORT,2,VAL_Dist_ATR:hi,8,0.09523809523809523,68,0.10708661417322834,0.8893557422969187,0.8517027421304222,False
SHORT,2,VAL_Dist_ATR:lo,51,0.6071428571428571,248,0.3905511811023622,1.5545794930875576,0.000227071701458657,True
SHORT,2,VAL_Side:==-1,1,0.011904761904761904,12,0.01889763779527559,0.6299603174603174,1.0,False
SHORT,2,VAL_Side:==0,7,0.08333333333333333,22,0.03464566929133858,2.4053030303030303,0.06740959252092353,False
SHORT,2,VAL_Side:==1,76,0.9047619047619048,601,0.9464566929133859,0.9559464384755566,0.13583399830409643,False
SHORT,2,VA_Position:hi,18,0.21428571428571427,142,0.22362204724409449,0.9582494969818913,1.0,False
SHORT,2,VA_Position:lo,30,0.35714285714285715,179,0.28188976377952757,1.2669592976855546,0.16076145430811428,False
SHORT,2,VWAP_Dist_ATR:hi,6,0.07142857142857142,61,0.09606299212598425,0.743559718969555,0.5538534325537852,False
SHORT,2,VWAP_Dist_ATR:lo,36,0.42857142857142855,235,0.3700787401574803,1.1580547112462005,0.3379778698191128,False
SHORT,2,VWAP_Side:==-1,44,0.5238095238095238,309,0.48661417322834644,1.0764370473108338,0.5622922941491659,False
SHORT,2,VWAP_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,2,VWAP_Side:==1,40,0.47619047619047616,326,0.5133858267716536,0.9275489336839029,0.5622922941491659,False
SHORT,2,VWAP_Sigma:hi,22,0.2619047619047619,169,0.26614173228346455,0.9840800225415611,1.0,False
SHORT,2,VWAP_Sigma:lo,18,0.21428571428571427,116,0.1826771653543307,1.1730295566502462,0.45959850448318185,False
SHORT,2,VWAP_Sigma_ATR:hi,5,0.05952380952380952,64,0.10078740157480315,0.5905877976190476,0.32254596134238467,False
SHORT,2,VWAP_Sigma_ATR:lo,60,0.7142857142857143,313,0.49291338582677163,1.4491099954358742,0.00017198414543548839,True
SHORT,2,VWAP_Z:hi,2,0.023809523809523808,29,0.04566929133858268,0.5213464696223317,0.5657958315985803,False
SHORT,2,VWAP_Z:lo,23,0.27380952380952384,71,0.11181102362204724,2.448859825620389,0.00018959753776569006,True
SHORT,2,Volume:hi,63,0.75,317,0.49921259842519683,1.502365930599369,1.3213412003620115e-05,True
SHORT,2,Volume:lo,3,0.03571428571428571,42,0.06614173228346457,0.5399659863945578,0.34610565791562475,False
SHORT,2,Volume_Avg_10:hi,43,0.5119047619047619,228,0.3590551181102362,1.4256996658312446,0.00821983344225451,False
SHORT,2,Volume_Avg_10:lo,5,0.05952380952380952,63,0.09921259842519685,0.5999622071050642,0.3212232309770904,False
SHORT,2,Volume_Ratio_10:hi,57,0.6785714285714286,264,0.415748031496063,1.6321699134199135,6.788439016570244e-06,True
SHORT,2,Volume_Ratio_10:lo,5,0.05952380952380952,53,0.08346456692913386,0.713162623539982,0.6684212655361299,False
SHORT,2,WeeklyOpen_Dist_ATR:hi,6,0.07142857142857142,70,0.11023622047244094,0.6479591836734694,0.3467940939944604,False
SHORT,2,WeeklyOpen_Dist_ATR:lo,42,0.5,265,0.41732283464566927,1.1981132075471699,0.16007284508391337,False
SHORT,2,WeeklyOpen_Side:==-1,28,0.3333333333333333,196,0.30866141732283464,1.0799319727891157,0.7069833768279092,False
SHORT,2,WeeklyOpen_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,2,WeeklyOpen_Side:==1,56,0.6666666666666666,439,0.6913385826771653,0.9643128321943812,0.7069833768279092,False
SHORT,3,ADX_Rising:==0,19,0.2261904761904762,242,0.38110236220472443,0.5935163321526957,0.005367836475528963,False
SHORT,3,ADX_Rising:==1,65,0.7738095238095238,393,0.6188976377952756,1.2503029201502485,0.005367836475528963,False
SHORT,3,ADX_Value:hi,24,0.2857142857142857,120,0.1889763779527559,1.5119047619047619,0.04255291380453334,False
SHORT,3,ADX_Value:lo,7,0.08333333333333333,84,0.13228346456692913,0.6299603174603174,0.2929512690948671,False
SHORT,3,ATR_1M:hi,68,0.8095238095238095,346,0.5448818897637795,1.4856867602532344,1.9873430870584873e-06,True
SHORT,3,ATR_1M:lo,0,0.0,13,0.02047244094488189,0.0,0.38224650628257767,False
SHORT,3,AT_Lookback_LT:hi,22,0.2619047619047619,145,0.2283464566929134,1.1469622331691298,0.4934362435553482,False
SHORT,3,AT_Lookback_LT:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,3,AT_Lookback_ST:hi,11,0.13095238095238096,93,0.14645669291338584,0.894137224782386,0.8688384044620945,False
SHORT,3,AT_Lookback_ST:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,3,AT_Regime_LT:==0,48,0.5714285714285714,361,0.568503937007874,1.005144440047487,1.0,False
SHORT,3,AT_Regime_LT:==1,36,0.42857142857142855,274,0.431496062992126,0.9932221063607923,1.0,False
SHORT,3,AT_Regime_ST:==0,10,0.11904761904761904,85,0.13385826771653545,0.8893557422969186,0.8639186791404119,False
SHORT,3,AT_Regime_ST:==1,74,0.8809523809523809,550,0.8661417322834646,1.017099567099567,0.8639186791404119,False
SHORT,3,AT_Score_LT:hi,26,0.30952380952380953,120,0.1889763779527559,1.6378968253968256,0.013710217320056152,False
SHORT,3,AT_Score_LT:lo,4,0.047619047619047616,38,0.05984251968503937,0.7957393483709273,0.8075098334458175,False
SHORT,3,AT_Score_ST:hi,2,0.023809523809523808,28,0.04409448818897638,0.5399659863945578,0.5635662872732929,False
SHORT,3,AT_Score_ST:lo,12,0.14285714285714285,74,0.11653543307086614,1.2258687258687258,0.4754139928062492,False
SHORT,3,AT_Slope_LT:hi,31,0.36904761904761907,205,0.3228346456692913,1.1431475029036007,0.3899715112072575,False
SHORT,3,AT_Slope_LT:lo,14,0.16666666666666666,132,0.2078740157480315,0.8017676767676767,0.47045421390006104,False
SHORT,3,AT_Slope_ST:hi,1,0.011904761904761904,35,0.05511811023622047,0.21598639455782312,0.10912693304465151,False
SHORT,3,AT_Slope_ST:lo,67,0.7976190476190477,418,0.658267716535433,1.2116940077466394,0.009396664544575054,False
SHORT,3,Bar_Range:hi,61,0.7261904761904762,282,0.4440944881889764,1.6352161431948664,1.2473460075625707e-06,True
SHORT,3,Bar_Range:lo,3,0.03571428571428571,29,0.04566929133858268,0.7820197044334976,1.0,False
SHORT,3,Bars_Since_Flip:hi,13,0.15476190476190477,86,0.13543307086614173,1.142718715393134,0.61446169615574,False
SHORT,3,Bars_Since_Flip:lo,27,0.32142857142857145,222,0.34960629921259845,0.9194015444015444,0.7144751922510884,False
SHORT,3,Body_Size:hi,44,0.5238095238095238,220,0.3464566929133858,1.511904761904762,0.002425185513414743,False
SHORT,3,Body_Size:lo,9,0.10714285714285714,85,0.13385826771653545,0.8004201680672268,0.6062908138445606,False
SHORT,3,D2D_ATR:hi,69,0.8214285714285714,351,0.552755905511811,1.4860602360602362,1.6027035652804228e-06,True
SHORT,3,D2D_ATR:lo,0,0.0,10,0.015748031496062992,0.0,0.6158299031176315,False
SHORT,3,D2D_ATR_MA:hi,63,0.75,295,0.4645669291338583,1.6144067796610169,7.239107061380967e-07,True
SHORT,3,D2D_ATR_MA:lo,0,0.0,22,0.03464566929133858,0.0,0.09615251628782562,False
SHORT,3,D2D_DirStep:==-1,82,0.9761904761904762,541,0.8519685039370078,1.1458058269518527,0.0005199575268551201,True
SHORT,3,D2D_DirStep:==1,2,0.023809523809523808,94,0.14803149606299212,0.16084093211752787,0.0005199575268551201,True
SHORT,3,D2D_Dn_Count:hi,0,0.0,10,0.015748031496062992,0.0,0.6158299031176315,False
SHORT,3,D2D_Dn_Count:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,3,D2D_Dynamic_Sensitivity:hi,0,0.0,0,0.0,inf,1.0,False
SHORT,3,D2D_Dynamic_Sensitivity:lo,22,0.2619047619047619,98,0.15433070866141732,1.697035957240039,0.018715524604377674,False
SHORT,3,D2D_Persist:hi,0,0.0,5,0.007874015748031496,0.0,1.0,False
SHORT,3,D2D_Persist:lo,34,0.40476190476190477,201,0.3165354330708661,1.2787254205164653,0.10904620651613217,False
SHORT,3,D2D_Signal:==-1,0,0.0,0,0.0,inf,1.0,False
SHORT,3,D2D_Signal:==0,83,0.9880952380952381,630,0.9921259842519685,0.9959372637944067,0.5267791034702338,False
SHORT,3,D2D_Signal:==1,1,0.011904761904761904,5,0.007874015748031496,1.5119047619047619,0.5267791034702338,False
SHORT,3,D2D_Up_Count:hi,1,0.011904761904761904,5,0.007874015748031496,1.5119047619047619,0.5267791034702338,False
SHORT,3,D2D_Up_Count:lo,0,0.0,0,0.0,inf,1.0,False
SHORT,3,DailyOpen_Dist_ATR:hi,5,0.05952380952380952,85,0.13385826771653545,0.4446778711484593,0.0539749700440136,False
SHORT,3,DailyOpen_Dist_ATR:lo,39,0.4642857142857143,211,0.33228346456692914,1.3972579553148274,0.020375631339949213,False
SHORT,3,DailyOpen_Side:==-1,46,0.5476190476190477,309,0.48661417322834644,1.1253660040067808,0.29887963412133783,False
SHORT,3,DailyOpen_Side:==0,0,0.0,0,0.0,inf,1.0,False
SHORT,3,DailyOpen_Side:==1,38,0.4523809523809524,326,0.5133858267716536,0.8811714869997078,0.29887963412133783,False
SHORT,3,Dist_To_PoC_ATR:hi,9,0.10714285714285714,77,0.12125984251968504,0.8835807050092764,0.8582575300073031,False
SHORT,3,Dist_To_PoC_ATR:lo,43,0.5119047619047619,224,0.352755905511811,1.4511585884353742,0.005607339220626401,False
SHORT,3,EMA_Oscillator:hi,0,0.0,19,0.029921259842519685,0.0,0.15119270474714022,False
SHORT,3,EMA_Oscillator:lo,74,0.8809523809523809,400,0.6299212598425197,1.3985119047619048,1.2832153670219763e-06,True
