direction,lag,condition,win_true,win_rate,lose_true,lose_rate,lift,p,BY_reject
LONG,4,Slope_Accel_ST:hi,131,0.5177865612648221,352,0.5057471264367817,1.0238052461372618,0.7692049712655766,False
LONG,4,Slope_Accel_ST:lo,17,0.06719367588932806,83,0.11925287356321838,0.5634554026382209,0.02267367149959245,False
LONG,4,Slope_EMA_LT:hi,38,0.15019762845849802,174,0.25,0.6007905138339921,0.0010675276695724376,True
LONG,4,Slope_EMA_LT:lo,141,0.5573122529644269,218,0.3132183908045977,1.7793088443267941,1.750606732279211e-11,True
LONG,4,Slope_EMA_ST:hi,85,0.3359683794466403,260,0.3735632183908046,0.8993615080571603,0.3211987824554707,False
LONG,4,Slope_EMA_ST:lo,102,0.4031620553359684,211,0.3031609195402299,1.3298615664162747,0.004872759606675716,False
LONG,4,Sqz_State:==-1,172,0.6798418972332015,447,0.6422413793103449,1.0585457728731729,0.3163750183183327,False
LONG,4,Sqz_State:==1,81,0.3201581027667984,249,0.3577586206896552,0.8948997571312919,0.3163750183183327,False
LONG,4,Sqz_Val:hi,161,0.6363636363636364,405,0.5818965517241379,1.0936026936026937,0.13518081608951932,False
LONG,4,Sqz_Val:lo,40,0.15810276679841898,112,0.16091954022988506,0.9824957651044608,1.0,False
LONG,4,TChan_A15:hi,147,0.5810276679841897,270,0.3879310344827586,1.497760210803689,1.3734945667382957e-07,True
LONG,4,TChan_A15:lo,1,0.003952569169960474,55,0.07902298850574713,0.05001796622349982,5.076010778588535e-07,True
LONG,4,Trend_Concordance:==0,64,0.25296442687747034,182,0.2614942528735632,0.9673804456413152,0.8669778414008866,False
LONG,4,Trend_Concordance:==1,189,0.7470355731225297,514,0.7385057471264368,1.011550114578367,0.8669778414008866,False
LONG,4,Trend_Conflict:==0,189,0.7470355731225297,514,0.7385057471264368,1.011550114578367,0.8669778414008866,False
LONG,4,Trend_Conflict:==1,64,0.25296442687747034,182,0.2614942528735632,0.9673804456413152,0.8669778414008866,False
LONG,4,Upper_Wick:hi,102,0.4031620553359684,258,0.3706896551724138,1.0875999632319147,0.3650354847716848,False
LONG,4,Upper_Wick:lo,24,0.09486166007905138,83,0.11925287356321838,0.7954664507833706,0.35305869226273956,False
LONG,4,VAH_Dist_ATR:hi,20,0.07905138339920949,107,0.15373563218390804,0.5142033910827085,0.002433769273144028,False
LONG,4,VAH_Dist_ATR:lo,46,0.18181818181818182,127,0.1824712643678161,0.9964209019327129,1.0,False
LONG,4,VAH_Side:==-1,3,0.011857707509881422,26,0.03735632183908046,0.3174217087260565,0.05290819625304924,False
LONG,4,VAH_Side:==0,0,0.0,2,0.0028735632183908046,0.0,1.0,False
LONG,4,VAH_Side:==1,250,0.9881422924901185,668,0.9597701149425287,1.0295614304986864,0.03655290497577242,False
LONG,4,VAL_Dist_ATR:hi,19,0.07509881422924901,101,0.14511494252873564,0.5175126208273001,0.0039040802302541013,False
LONG,4,VAL_Dist_ATR:lo,53,0.20948616600790515,127,0.1824712643678161,1.1480501696181258,0.35026709945451495,False
LONG,4,VAL_Side:==-1,0,0.0,6,0.008620689655172414,0.0,0.35066246503216913,False
LONG,4,VAL_Side:==0,0,0.0,1,0.0014367816091954023,0.0,1.0,False
LONG,4,VAL_Side:==1,253,1.0,689,0.9899425287356322,1.0101596516690856,0.19933201744101364,False
LONG,4,VA_Position:hi,59,0.233201581027668,170,0.2442528735632184,0.9547547082073936,0.7969444009277764,False
LONG,4,VA_Position:lo,24,0.09486166007905138,97,0.13936781609195403,0.6806568599486572,0.07805773937257908,False
LONG,4,VWAP_Dist_ATR:hi,34,0.13438735177865613,93,0.1336206896551724,1.0057376004080072,1.0,False
LONG,4,VWAP_Dist_ATR:lo,68,0.26877470355731226,190,0.27298850574712646,0.9845641772415227,0.9343542350849814,False
LONG,4,VWAP_Side:==-1,150,0.5928853754940712,294,0.4224137931034483,1.4035653787206583,3.452486245710341e-06,True
LONG,4,VWAP_Side:==0,0,0.0,0,0.0,inf,1.0,False
LONG,4,VWAP_Side:==1,103,0.40711462450592883,402,0.5775862068965517,0.7048551707863843,3.452486245710341e-06,True
LONG,4,VWAP_Sigma:hi,115,0.45454545454545453,231,0.33189655172413796,1.369539551357733,0.0005976013010514507,True
LONG,4,VWAP_Sigma:lo,18,0.07114624505928854,89,0.1278735632183908,0.5563796242838744,0.014563715566656565,False
LONG,4,VWAP_Sigma_ATR:hi,33,0.13043478260869565,85,0.1221264367816092,1.0680306905370844,0.7391234898449384,False
LONG,4,VWAP_Sigma_ATR:lo,90,0.3557312252964427,231,0.33189655172413796,1.071813561932139,0.5348541782189089,False
LONG,4,VWAP_Z:hi,17,0.06719367588932806,58,0.08333333333333333,0.8063241106719368,0.4966165062353928,False
LONG,4,VWAP_Z:lo,2,0.007905138339920948,13,0.01867816091954023,0.42322894496807534,0.3776270893951728,False
LONG,4,Volume:hi,192,0.758893280632411,382,0.5488505747126436,1.3826956107857542,2.5332182261443977e-09,True
LONG,4,Volume:lo,3,0.011857707509881422,44,0.06321839080459771,0.1875673733381243,0.000561554139578885,True
LONG,4,Volume_Avg_10:hi,196,0.7747035573122529,371,0.5330459770114943,1.4533522261167873,6.8575697753844626e-12,True
LONG,4,Volume_Avg_10:lo,2,0.007905138339920948,30,0.04310344827586207,0.18339920948616598,0.006915054380160209,False
LONG,4,Volume_Ratio_10:hi,32,0.12648221343873517,88,0.12643678160919541,1.0003593244699962,1.0,False
LONG,4,Volume_Ratio_10:lo,33,0.13043478260869565,120,0.1724137931034483,0.7565217391304347,0.13440866787310107,False
LONG,4,WeeklyOpen_Dist_ATR:hi,28,0.11067193675889328,98,0.14080459770114942,0.7859966120835686,0.27906540416243153,False
LONG,4,WeeklyOpen_Dist_ATR:lo,108,0.4268774703557312,245,0.35201149425287354,1.2126804872146488,0.04021287428517949,False
LONG,4,WeeklyOpen_Side:==-1,97,0.383399209486166,194,0.27873563218390807,1.375494071146245,0.0024538030383969033,False
LONG,4,WeeklyOpen_Side:==0,0,0.0,0,0.0,inf,1.0,False
LONG,4,WeeklyOpen_Side:==1,156,0.616600790513834,502,0.7212643678160919,0.8548887454136025,0.0024538030383969033,False
LONG,5,ADX_Rising:==0,118,0.466403162055336,341,0.4899425287356322,0.9519548410278998,0.5569239944936578,False
LONG,5,ADX_Rising:==1,135,0.5335968379446641,355,0.5100574712643678,1.0461504203084118,0.5569239944936578,False
LONG,5,ADX_Value:hi,37,0.14624505928853754,57,0.08189655172413793,1.7857291449968795,0.004581839251427373,False
LONG,5,ADX_Value:lo,58,0.22924901185770752,194,0.27873563218390807,0.8224603724379609,0.13507685271491804,False
LONG,5,ATR_1M:hi,188,0.7430830039525692,364,0.5229885057471264,1.4208400295356818,8.030400347954233e-10,True
LONG,5,ATR_1M:lo,1,0.003952569169960474,28,0.040229885057471264,0.09824957651044607,0.0021635879768901966,False
LONG,5,AT_Lookback_LT:hi,30,0.11857707509881422,123,0.17672413793103448,0.6709727176323147,0.03572288303831109,False
LONG,5,AT_Lookback_LT:lo,0,0.0,0,0.0,inf,1.0,False
LONG,5,AT_Lookback_ST:hi,69,0.2727272727272727,122,0.1752873563218391,1.555886736214605,0.0013094256077808807,True
LONG,5,AT_Lookback_ST:lo,0,0.0,0,0.0,inf,1.0,False
LONG,5,AT_Regime_LT:==0,80,0.31620553359683795,343,0.492816091954023,0.641629887415158,1.4306411302862682e-06,True
LONG,5,AT_Regime_LT:==1,173,0.6837944664031621,353,0.507183908045977,1.3482179847495774,1.4306411302862682e-06,True
LONG,5,AT_Regime_ST:==0,134,0.5296442687747036,440,0.632183908045977,0.8378009342436221,0.005405088722444708,False
LONG,5,AT_Regime_ST:==1,119,0.47035573122529645,256,0.367816091954023,1.2787796442687747,0.005405088722444708,False
LONG,5,AT_Score_LT:hi,10,0.039525691699604744,43,0.0617816091954023,0.6397646842540675,0.20475554451938716,False
LONG,5,AT_Score_LT:lo,62,0.2450592885375494,97,0.13936781609195403,1.7583635548673646,0.0001798218987591361,True
LONG,5,AT_Score_ST:hi,35,0.1383399209486166,74,0.10632183908045977,1.3011430402734752,0.16928875405971872,False
LONG,5,AT_Score_ST:lo,38,0.15019762845849802,91,0.1307471264367816,1.1487642791990618,0.4539794274204214,False
LONG,5,AT_Slope_LT:hi,37,0.14624505928853754,172,0.2471264367816092,0.5917823329350124,0.0007493381280842127,True
LONG,5,AT_Slope_LT:lo,141,0.5573122529644269,211,0.3031609195402299,1.8383380476930857,1.6786675218980314e-12,True
LONG,5,AT_Slope_ST:hi,114,0.4505928853754941,330,0.47413793103448276,0.9503413582464966,0.5563243343392632,False
LONG,5,AT_Slope_ST:lo,85,0.3359683794466403,164,0.23563218390804597,1.4258170249686688,0.0026026281991703053,False
LONG,5,Bar_Range:hi,174,0.6877470355731226,333,0.47844827586206895,1.4374532635402202,8.429697097618705e-09,True
LONG,5,Bar_Range:lo,1,0.003952569169960474,29,0.041666666666666664,0.09486166007905138,0.001350269789824039,True
LONG,5,Bars_Since_Flip:hi,62,0.2450592885375494,96,0.13793103448275862,1.7766798418972332,0.0001640705301240088,True
LONG,5,Bars_Since_Flip:lo,63,0.2490118577075099,131,0.1882183908045977,1.322994297438373,0.045174482027630566,False
LONG,5,Body_Size:hi,119,0.47035573122529645,261,0.375,1.2542819499341238,0.008762878071610372,False
LONG,5,Body_Size:lo,21,0.08300395256916997,68,0.09770114942528736,0.8495698674726808,0.5313785462761091,False
LONG,5,D2D_ATR:hi,216,0.8537549407114624,409,0.5876436781609196,1.4528445934845424,2.0566563006101007e-15,True
LONG,5,D2D_ATR:lo,1,0.003952569169960474,11,0.015804597701149427,0.25008983111749905,0.19898481549991276,False
LONG,5,D2D_ATR_MA:hi,214,0.8458498023715415,409,0.5876436781609196,1.4393923287300558,1.5877248394017087e-14,True
LONG,5,D2D_ATR_MA:lo,0,0.0,13,0.01867816091954023,0.0,0.025418929076192955,False
LONG,5,D2D_DirStep:==-1,64,0.25296442687747034,231,0.33189655172413796,0.762178532929521,0.021437368135655874,False
LONG,5,D2D_DirStep:==1,189,0.7470355731225297,465,0.6681034482758621,1.1181435675124314,0.021437368135655874,False
LONG,5,D2D_Dn_Count:hi,7,0.02766798418972332,17,0.02442528735632184,1.1327598232969076,0.8157202883108778,False
LONG,5,D2D_Dn_Count:lo,0,0.0,0,0.0,inf,1.0,False
LONG,5,D2D_Dynamic_Sensitivity:hi,0,0.0,0,0.0,inf,1.0,False
LONG,5,D2D_Dynamic_Sensitivity:lo,7,0.02766798418972332,37,0.05316091954022988,0.52045721610939,0.11638648528167059,False
LONG,5,D2D_Persist:hi,79,0.31225296442687744,216,0.3103448275862069,1.0061484409310495,1.0,False
LONG,5,D2D_Persist:lo,16,0.06324110671936758,61,0.08764367816091954,0.72157066027344,0.28172894069191473,False
LONG,5,D2D_Signal:==-1,7,0.02766798418972332,17,0.02442528735632184,1.1327598232969076,0.8157202883108778,False
LONG,5,D2D_Signal:==0,246,0.9723320158102767,679,0.9755747126436781,0.9966761163533913,0.8157202883108778,False
LONG,5,D2D_Signal:==1,0,0.0,0,0.0,inf,1.0,False
LONG,5,D2D_Up_Count:hi,3,0.011857707509881422,1,0.0014367816091954023,8.25296442687747,0.060241349852971374,False
LONG,5,D2D_Up_Count:lo,0,0.0,0,0.0,inf,1.0,False
LONG,5,DailyOpen_Dist_ATR:hi,29,0.11462450592885376,105,0.15086206896551724,0.7597967250141163,0.1712485949535143,False
LONG,5,DailyOpen_Dist_ATR:lo,86,0.33992094861660077,194,0.27873563218390807,1.2195102074080109,0.07650756063212404,False
LONG,5,DailyOpen_Side:==-1,148,0.5849802371541502,317,0.45545977011494254,1.2843730128053266,0.0004263616178869636,True
LONG,5,DailyOpen_Side:==0,0,0.0,0,0.0,inf,1.0,False
LONG,5,DailyOpen_Side:==1,105,0.4150197628458498,379,0.5445402298850575,0.7621471106615079,0.0004263616178869636,True
LONG,5,Dist_To_PoC_ATR:hi,22,0.08695652173913043,111,0.15948275862068967,0.54524089306698,0.004160973052665001,False
LONG,5,Dist_To_PoC_ATR:lo,43,0.16996047430830039,115,0.16522988505747127,1.028630348857192,0.8444488179814457,False
LONG,5,EMA_Oscillator:hi,153,0.6047430830039525,310,0.4454022988505747,1.3577457605508096,1.4441909329317505e-05,True
LONG,5,EMA_Oscillator:lo,28,0.11067193675889328,101,0.14511494252873564,0.7626501780612843,0.19864524889019952,False
LONG,5,Efficiency_Ratio:hi,70,0.2766798418972332,165,0.23706896551724138,1.1670858785483291,0.23374435275096372,False
LONG,5,Efficiency_Ratio:lo,40,0.15810276679841898,131,0.1882183908045977,0.8399963793259512,0.33943544439650497,False
LONG,5,Harmonic_D2D_Concordance:==0,167,0.6600790513833992,496,0.7126436781609196,0.9262399591992859,0.1286166595142356,False
LONG,5,Harmonic_D2D_Concordance:==1,86,0.33992094861660077,200,0.28735632183908044,1.1829249011857708,0.1286166595142356,False
LONG,5,Harmonic_LLEMA:hi,73,0.2885375494071146,138,0.19827586206896552,1.4552328578793607,0.0036042550698925134,False
LONG,5,Harmonic_LLEMA:lo,8,0.03162055335968379,41,0.05890804597701149,0.5367781741058517,0.0992917639230678,False
LONG,5,Harmonic_OBVf_Concordance:==0,177,0.6996047430830039,526,0.7557471264367817,0.9257127398969025,0.09367365636153942,False
LONG,5,Harmonic_OBVf_Concordance:==1,76,0.30039525691699603,170,0.2442528735632184,1.2298535224366425,0.09367365636153942,False
LONG,5,KAMA_Dist:hi,142,0.5612648221343873,264,0.3793103448275862,1.479698167445203,6.322512537594949e-07,True
LONG,5,KAMA_Dist:lo,28,0.11067193675889328,96,0.13793103448275862,0.8023715415019763,0.3267872614161107,False
LONG,5,KAMA_Dist_ATR:hi,68,0.26877470355731226,172,0.2471264367816092,1.0875999632319147,0.5002366813988789,False
LONG,5,KAMA_Dist_ATR:lo,5,0.019762845849802372,35,0.05028735632183908,0.3929983060417843,0.04337246566115879,False
LONG,5,KAMA_Slope:hi,88,0.34782608695652173,162,0.23275862068965517,1.4943639291465378,0.00046423759181701124,True
LONG,5,KAMA_Slope:lo,12,0.04743083003952569,58,0.08333333333333333,0.5691699604743083,0.0678302135138332,False
LONG,5,Lower_Wick:hi,109,0.4308300395256917,248,0.3563218390804598,1.209103659314038,0.04071917198390258,False
LONG,5,Lower_Wick:lo,23,0.09090909090909091,85,0.1221264367816092,0.7443850267379679,0.20408580889727135,False
LONG,5,Micro_Amihud:hi,49,0.19367588932806323,125,0.17959770114942528,1.0783873517786562,0.6356908007731337,False
LONG,5,Micro_Amihud:lo,58,0.22924901185770752,139,0.1997126436781609,1.1478943327551399,0.3208145963663735,False
LONG,5,Micro_AutoCorr:hi,51,0.2015810276679842,143,0.20545977011494254,0.9811216451532656,0.9276984271132839,False
LONG,5,Micro_AutoCorr:lo,42,0.16600790513833993,132,0.1896551724137931,0.875314408911247,0.4483221740262565,False
LONG,5,Micro_BarEntropy:hi,59,0.233201581027668,146,0.20977011494252873,1.111700687638746,0.47550029588129594,False
LONG,5,Micro_BarEntropy:lo,47,0.1857707509881423,137,0.1968390804597701,0.9437696546550879,0.7806545037390702,False
LONG,5,Micro_BarOverlap:hi,50,0.1976284584980237,156,0.22413793103448276,0.8817269686834904,0.4231508233724941,False
LONG,5,Micro_BarOverlap:lo,50,0.1976284584980237,116,0.16666666666666666,1.1857707509881423,0.2879007989797221,False
LONG,5,Micro_CSSpread:hi,61,0.24110671936758893,154,0.22126436781609196,1.0896771212976746,0.5396191832685487,False
LONG,5,Micro_CSSpread:lo,46,0.18181818181818182,134,0.1925287356321839,0.944369063772049,0.7789177483411674,False
LONG,5,Micro_Entropy:hi,32,0.12648221343873517,99,0.14224137931034483,0.8892082884177744,0.5951113742968488,False
LONG,5,Micro_Entropy:lo,49,0.19367588932806323,113,0.16235632183908047,1.1929063625870089,0.28308950858561566,False
LONG,5,Micro_FailedBreak:hi,54,0.2134387351778656,132,0.1896551724137931,1.125404240028746,0.40706019042297953,False
LONG,5,Micro_FailedBreak:lo,48,0.18972332015810275,152,0.21839080459770116,0.8687330975660494,0.3686483876952864,False
LONG,5,Micro_FractalDim:hi,34,0.13438735177865613,100,0.14367816091954022,0.9353359683794467,0.7528741135955579,False
LONG,5,Micro_FractalDim:lo,81,0.3201581027667984,201,0.28879310344827586,1.1086071618193616,0.3770233983124601,False
LONG,5,Micro_GarmanKlass:hi,180,0.7114624505928854,335,0.4813218390804598,1.4781428824258156,2.791715396766482e-10,True
LONG,5,Micro_GarmanKlass:lo,2,0.007905138339920948,35,0.05028735632183908,0.1571993224167137,0.0018547862637256387,True
LONG,5,Micro_HLAsymmetry:hi,102,0.4031620553359684,188,0.27011494252873564,1.4925573963501808,0.00012431336500587343,True
LONG,5,Micro_HLAsymmetry:lo,74,0.2924901185770751,219,0.3146551724137931,0.9295576371216633,0.5261723334590829,False
LONG,5,Micro_Hurst:hi,47,0.1857707509881423,149,0.21408045977011494,0.8677613603204499,0.3654187204738658,False
LONG,5,Micro_Hurst:lo,45,0.17786561264822134,116,0.16666666666666666,1.0671936758893281,0.6960981160587182,False
LONG,5,Micro_IBSP:hi,56,0.22134387351778656,144,0.20689655172413793,1.069828722002635,0.6529306419151226,False
LONG,5,Micro_IBSP:lo,44,0.17391304347826086,157,0.22557471264367815,0.7709775685405705,0.08842805858959332,False
LONG,5,Micro_Lambda:hi,52,0.20553359683794467,139,0.1997126436781609,1.0291466431597807,0.8549339829485607,False
LONG,5,Micro_Lambda:lo,56,0.22134387351778656,118,0.16954022988505746,1.3055536946472834,0.07192746383448051,False
LONG,5,Micro_LogReturn:hi,85,0.3359683794466403,194,0.27873563218390807,1.2053298561590806,0.09105725346674182,False
LONG,5,Micro_LogReturn:lo,76,0.30039525691699603,217,0.3117816091954023,0.9634797180379226,0.751340856309975,False
LONG,5,Micro_MicroGap:hi,37,0.14624505928853754,81,0.11637931034482758,1.2566242131459522,0.22221009478403603,False
LONG,5,Micro_MicroGap:lo,42,0.16600790513833993,97,0.13936781609195403,1.1911495049101504,0.3010768981232537,False
LONG,5,Micro_MomoTransfer:hi,41,0.16205533596837945,133,0.1910919540229885,0.8480489761954293,0.34311244205785496,False
LONG,5,Micro_MomoTransfer:lo,54,0.2134387351778656,144,0.20689655172413793,1.0316205533596838,0.8567030560107987,False
LONG,5,Micro_OrderFlowDelta:hi,95,0.37549407114624506,226,0.32471264367816094,1.1563888208751616,0.1624580234813782,False
LONG,5,Micro_OrderFlowDelta:lo,87,0.3438735177865613,229,0.3290229885057471,1.0451352330980204,0.6971018197280205,False
LONG,5,Micro_PriceAccel:hi,77,0.30434782608695654,204,0.29310344827586204,1.0383631713554988,0.7481139641376253,False
LONG,5,Micro_PriceAccel:lo,88,0.34782608695652173,200,0.28735632183908044,1.2104347826086956,0.07913145755104545,False
LONG,5,Micro_RangeAccel:hi,103,0.40711462450592883,213,0.30603448275862066,1.3302900406390916,0.003953614063060765,False
LONG,5,Micro_RangeAccel:lo,75,0.2964426877470356,198,0.28448275862068967,1.0420409629895795,0.7458226763621776,False
LONG,5,Micro_RangeVelocity:hi,83,0.32806324110671936,191,0.2744252873563218,1.1954555801585167,0.12363532587602458,False
LONG,5,Micro_RangeVelocity:lo,79,0.31225296442687744,211,0.3031609195402299,1.029990821047899,0.8112173100417452,False
LONG,5,Micro_Rejection:hi,45,0.17786561264822134,135,0.1939655172413793,0.9169960474308301,0.639835531215676,False
LONG,5,Micro_Rejection:lo,52,0.20553359683794467,131,0.1882183908045977,1.0919952931237364,0.5768614836432272,False
LONG,5,Micro_RollProxy:hi,91,0.35968379446640314,204,0.29310344827586204,1.2271564752383166,0.05689541558866272,False
LONG,5,Micro_RollProxy:lo,95,0.37549407114624506,239,0.34339080459770116,1.0934890105346717,0.3577473073213162,False
LONG,5,Micro_ThrustEff:hi,66,0.2608695652173913,117,0.16810344827586207,1.551839464882943,0.0020545229146442774,False
LONG,5,Micro_ThrustEff:lo,31,0.1225296442687747,159,0.22844827586206898,0.5363561786859572,0.00023106875217949362,True
LONG,5,Micro_TickIntensity:hi,59,0.233201581027668,153,0.21982758620689655,1.060838564674882,0.6602942590517276,False
LONG,5,Micro_TickIntensity:lo,53,0.20948616600790515,138,0.19827586206896552,1.0565389242137824,0.7146243580297127,False
LONG,5,Micro_VPIN:hi,59,0.233201581027668,159,0.22844827586206898,1.0208069207248862,0.8619839430878236,False
LONG,5,Micro_VPIN:lo,51,0.2015810276679842,150,0.21551724137931033,0.9353359683794467,0.7193750454872523,False
LONG,5,Micro_VolAccel:hi,63,0.2490118577075099,149,0.21408045977011494,1.1631694829827308,0.25325792198686037,False
LONG,5,Micro_VolAccel:lo,44,0.17391304347826086,156,0.22413793103448276,0.7759197324414715,0.10514519797461172,False
LONG,5,Micro_VolOfVol:hi,91,0.35968379446640314,199,0.2859195402298851,1.2579895525056108,0.03155152540696853,False
LONG,5,Micro_VolOfVol:lo,37,0.14624505928853754,127,0.1824712643678161,0.801468986337182,0.20768061682411132,False
LONG,5,Micro_WickImbalance:hi,66,0.2608695652173913,179,0.257183908045977,1.014330823415108,0.9332057634290108,False
LONG,5,Micro_WickImbalance:lo,116,0.45849802371541504,218,0.3132183908045977,1.4638285527794903,4.466540262096094e-05,True
LONG,5,Momentum_Value:hi,167,0.6600790513833992,357,0.5129310344827587,1.2868768060583915,6.410921795683497e-05,True
LONG,5,Momentum_Value:lo,38,0.15019762845849802,129,0.1853448275862069,0.8103686000551521,0.24719372632459077,False
LONG,5,MultiDay_Position:hi,43,0.16996047430830039,187,0.2686781609195402,0.6325801610619095,0.0015120198405894026,True
LONG,5,MultiDay_Position:lo,104,0.41106719367588934,207,0.2974137931034483,1.3821389700406714,0.0013122989438562986,True
LONG,5,MultiDay_Slope:hi,41,0.16205533596837945,141,0.2025862068965517,0.7999327222268944,0.1915546237728282,False
LONG,5,MultiDay_Slope:lo,56,0.22134387351778656,189,0.27155172413793105,0.8151075977162933,0.1311397538589479,False
LONG,5,OBV_Macd:hi,33,0.13043478260869565,141,0.2025862068965517,0.6438482886216467,0.010470335051992442,False
LONG,5,OBV_Macd:lo,123,0.48616600790513836,175,0.2514367816091954,1.9335516657255787,1.853562334867363e-11,True
LONG,5,OBV_Velocity:hi,104,0.41106719367588934,186,0.2672413793103448,1.53818691827107,3.2064768922960416e-05,True
LONG,5,OBV_Velocity:lo,12,0.04743083003952569,64,0.09195402298850575,0.5158102766798419,0.02965589468597648,False
LONG,5,OBVf_DirStepCount:hi,18,0.07114624505928854,49,0.07040229885057471,1.010567072678874,1.0,False
LONG,5,OBVf_DirStepCount:lo,32,0.12648221343873517,112,0.16091954022988506,0.7859966120835685,0.21956824687467535,False
LONG,5,OBVf_Signal:==-1,66,0.2608695652173913,216,0.3103448275862069,0.8405797101449275,0.14873384066905965,False
LONG,5,OBVf_Signal:==1,187,0.7391304347826086,480,0.6896551724137931,1.0717391304347825,0.14873384066905965,False
LONG,5,OBVf_Trend_Dir:==-1,66,0.2608695652173913,216,0.3103448275862069,0.8405797101449275,0.14873384066905965,False
LONG,5,OBVf_Trend_Dir:==1,187,0.7391304347826086,480,0.6896551724137931,1.0717391304347825,0.14873384066905965,False
LONG,5,OR_High_Dist_ATR:hi,85,0.3359683794466403,167,0.23994252873563218,1.4002035454782136,0.0036123404304894136,False
LONG,5,OR_High_Dist_ATR:lo,0,0.0,0,0.0,inf,1.0,False
LONG,5,OR_High_Side:==-1,147,0.5810276679841897,311,0.4468390804597701,1.3003062923376079,0.0003099458517032382,True
LONG,5,OR_High_Side:==0,36,0.1422924901185771,189,0.27155172413793105,0.5239977413890458,2.180467820524416e-05,True
LONG,5,OR_High_Side:==1,70,0.2766798418972332,196,0.28160919540229884,0.9824957651044608,0.9349077542656409,False
LONG,5,OR_Low_Dist_ATR:hi,53,0.20948616600790515,148,0.21264367816091953,0.9851511590642027,1.0,False
LONG,5,OR_Low_Dist_ATR:lo,0,0.0,0,0.0,inf,1.0,False
LONG,5,OR_Low_Side:==-1,108,0.4268774703557312,166,0.23850574712643677,1.789799514262584,3.062041866301339e-08,True
LONG,5,OR_Low_Side:==0,35,0.1383399209486166,189,0.27155172413793105,0.5094422485726834,1.3649194532496585e-05,True
LONG,5,OR_Low_Side:==1,110,0.43478260869565216,341,0.4899425287356322,0.887415529771771,0.14177225256659468,False
LONG,5,OR_Position:hi,76,0.30039525691699603,230,0.33045977011494254,0.9090221687575184,0.38904621376509674,False
LONG,5,OR_Position:lo,112,0.4426877470355731,186,0.2672413793103448,1.656508988907306,5.349020689050827e-07,True
LONG,5,PoC_Side:==-1,2,0.007905138339920948,17,0.02442528735632184,0.32364566379911647,0.12309658974341744,False
LONG,5,PoC_Side:==0,1,0.003952569169960474,5,0.007183908045977011,0.550197628458498,1.0,False
LONG,5,PoC_Side:==1,250,0.9881422924901185,674,0.9683908045977011,1.020396195212348,0.11025333800198849,False
LONG,5,PrevDay_Close_Dist_ATR:hi,31,0.1225296442687747,110,0.15804597701149425,0.7752784764642472,0.1814246013731367,False
LONG,5,PrevDay_Close_Dist_ATR:lo,80,0.31620553359683795,196,0.28160919540229884,1.1228523029765267,0.33206345171333074,False
LONG,5,PrevDay_Close_Side:==-1,157,0.6205533596837944,334,0.47988505747126436,1.29312915670635,0.0001313311051587282,True
LONG,5,PrevDay_Close_Side:==0,0,0.0,0,0.0,inf,1.0,False
LONG,5,PrevDay_Close_Side:==1,96,0.3794466403162055,362,0.5201149425287356,0.7295438167405499,0.0001313311051587282,True
LONG,5,PrevDay_High_Dist_ATR:hi,33,0.13043478260869565,111,0.15948275862068967,0.8178613396004699,0.3065104846659279,False
LONG,5,PrevDay_High_Dist_ATR:lo,84,0.33201581027667987,222,0.31896551724137934,1.04091443221878,0.695509173046303,False
LONG,5,PrevDay_High_Side:==-1,226,0.8932806324110671,542,0.7787356321839081,1.1470909966016656,5.2034927478453695e-05,True
LONG,5,PrevDay_High_Side:==0,0,0.0,0,0.0,inf,1.0,False
LONG,5,PrevDay_High_Side:==1,27,0.1067193675889328,154,0.22126436781609196,0.4823161028694625,5.2034927478453695e-05,True
LONG,5,PrevDay_Low_Dist_ATR:hi,9,0.03557312252964427,107,0.15373563218390804,0.23139152598721882,8.563407315886938e-08,True
LONG,5,PrevDay_Low_Dist_ATR:lo,112,0.4426877470355731,228,0.3275862068965517,1.351362596213855,0.0012886736179377274,True
LONG,5,PrevDay_Low_Side:==-1,80,0.31620553359683795,131,0.1882183908045977,1.6799927586519023,4.5493886133944366e-05,True
LONG,5,PrevDay_Low_Side:==0,0,0.0,0,0.0,inf,1.0,False
LONG,5,PrevDay_Low_Side:==1,173,0.6837944664031621,565,0.8117816091954023,0.8423379621532757,4.5493886133944366e-05,True
LONG,5,RangeOsc_State:==-1,93,0.3675889328063241,181,0.2600574712643678,1.4134911449348155,0.0015565317177964702,True
LONG,5,RangeOsc_State:==-2,55,0.21739130434782608,118,0.16954022988505746,1.2822402358142964,0.10574046221252509,False
LONG,5,RangeOsc_State:==1,74,0.2924901185770751,257,0.3692528735632184,0.7921133172359699,0.030989648342805053,False
LONG,5,RangeOsc_State:==2,31,0.1225296442687747,140,0.20114942528735633,0.6091473743647656,0.0054720854963334654,False
LONG,5,RangeOsc_Val:hi,44,0.17391304347826086,137,0.1968390804597701,0.8835290384005078,0.45580425282903453,False
LONG,5,RangeOsc_Val:lo,52,0.20553359683794467,92,0.13218390804597702,1.5549063412957553,0.007582675328737095,False
LONG,5,Round_1000_Dist_ATR:hi,5,0.019762845849802372,55,0.07902298850574713,0.2500898311174991,0.00043221623041720433,True
LONG,5,Round_1000_Dist_ATR:lo,139,0.549407114624506,290,0.4166666666666667,1.3185770750988144,0.0003010646198167873,True
LONG,5,Round_100_Dist_ATR:hi,5,0.019762845849802372,40,0.05747126436781609,0.3438735177865613,0.014844088045646651,False
