direction,condition,location,turn,in_book_side,n_297A,rate_297A,n_Ai297,rate_Ai297,rate_untraded_hm,lift_297A,lift_Ai297,lift_973,p_297A_vs_untraded,p_297A_vs_Ai297,BY_297A_vs_untraded,BY_297A_vs_Ai297
LONG,D2D_ATR_MA:lo,False,False,False,2,0.005747126436781609,0,0.0,0.010566258180311996,0.5439131184102781,0.0,0.3181265967882539,0.03690067146183239,0.5116805324459235,False,False
LONG,D2D_DirStep:==-1,False,False,True,108,0.3103448275862069,67,0.2648221343873518,0.27226599537099755,1.1398589352420674,0.9681817620192655,1.0673956782331147,0.056931516865007664,0.23805689858935197,False,False
LONG,D2D_DirStep:==1,False,False,True,240,0.6896551724137931,186,0.7351778656126482,0.7277340046289847,0.9476747932995037,1.0119798938744027,0.9747178515106132,0.056931516865007664,0.23805689858935197,False,False
LONG,D2D_Dn_Count:hi,False,False,False,0,0.0,0,0.0,0.0,inf,inf,inf,1.0,1.0,False,False
LONG,D2D_Dn_Count:lo,False,False,False,0,0.0,0,0.0,0.0,inf,inf,inf,1.0,1.0,False,False
LONG,D2D_Dynamic_Sensitivity:hi,False,False,False,0,0.0,0,0.0,0.0,inf,inf,inf,1.0,1.0,False,False
LONG,D2D_Dynamic_Sensitivity:lo,False,False,True,51,0.14655172413793102,39,0.1541501976284585,0.09453493241449706,1.5502388418215773,1.5945091874663053,1.5691171624124474,0.07320195535802856,0.8175317171040585,False,False
LONG,D2D_Persist:hi,False,False,True,128,0.367816091954023,28,0.11067193675889328,0.39001601042278256,0.9430794688538694,0.2884130832200526,0.67007849412646,0.46911238872558453,3.1619839097972627e-13,False,True
LONG,D2D_Persist:lo,False,False,False,4,0.011494252873563218,19,0.07509881422924901,0.008267482739849983,1.3902965673166663,8.933396141448299,4.596382911644289,0.3534089377775202,0.00011034963659180313,False,True
LONG,D2D_Signal:==-1,False,False,False,0,0.0,0,0.0,0.0,inf,inf,inf,1.0,1.0,False,False
LONG,D2D_Signal:==0,False,False,True,348,1.0,135,0.5335968379446641,0.974238656147999,1.0264425391965637,0.5488624453751184,0.8256433981609606,6.263323249014645e-05,5.323030726288472e-54,True,True
LONG,D2D_Signal:==1,False,True,True,0,0.0,118,0.466403162055336,0.025761343851981762,0.0,16.76914470804177,7.374225235625935,6.263323249014645e-05,5.323030726288472e-54,True,True
LONG,D2D_Up_Count:hi,False,True,False,1,0.0028735632183908046,120,0.4743083003952569,0.026976112953847282,0.1065225083875912,16.261469265544658,7.216515744156728,0.0004022428629088967,3.632390118549311e-53,True,True
LONG,D2D_Up_Count:lo,False,False,False,0,0.0,0,0.0,0.0,inf,inf,inf,1.0,1.0,False,False
LONG,DailyOpen_Dist_ATR:hi,True,False,False,40,0.11494252873563218,24,0.09486166007905138,0.13213933480737167,0.8698585391185114,0.7481210546373939,0.8198311183731911,0.7404210801737341,0.5035124115495446,False,False
LONG,DailyOpen_Dist_ATR:lo,True,False,True,147,0.4224137931034483,110,0.43478260869565216,0.28229490507088184,1.4963564184673606,1.5457422226020405,1.5171026678231045,2.0270272875110207e-06,0.8023152631428272,True,False
LONG,DailyOpen_Side:==-1,True,False,True,183,0.5258620689655172,152,0.6007905138339921,0.33968047828661463,1.5481080090855466,1.7172797417732921,1.6205425951050259,1.0397590927144876e-10,0.0806132651751819,True,False
LONG,DailyOpen_Side:==0,True,False,False,0,0.0,0,0.0,0.0002795476773011599,0.0,0.0,0.0,1.0,1.0,False,False
LONG,DailyOpen_Side:==1,True,False,True,165,0.47413793103448276,101,0.39920948616600793,0.6600399740360531,0.7183472966571932,0.614341680513084,0.6749598130355292,1.0672209501463024e-10,0.0806132651751819,True,False
LONG,Dist_To_PoC_ATR:hi,True,False,False,35,0.10057471264367816,12,0.04743083003952569,0.1904036278828432,0.5282184681142869,0.2514262427799276,0.4123234630652484,6.42656377230523e-05,0.020268881209513475,True,False
LONG,Dist_To_PoC_ATR:lo,True,False,True,53,0.15229885057471265,59,0.233201581027668,0.0765126659607999,1.990505083860764,2.6815845268305822,2.3031844244494777,4.4265405447566915e-05,0.014512105050381158,True,False
LONG,EMA_Oscillator:hi,False,False,True,228,0.6551724137931034,81,0.3201581027667984,0.6500061957579217,1.0079479519870695,0.49532343429031117,0.7928531973649231,0.4636067464629367,3.3642792264910763e-16,False,True
LONG,EMA_Oscillator:lo,False,True,True,3,0.008620689655172414,41,0.16205533596837945,0.010273998939111533,0.8390783088710254,14.539585439373495,6.880117669649325,1.0,1.70195198046386e-13,False,True
LONG,Efficiency_Ratio:hi,False,False,True,113,0.32471264367816094,86,0.33992094861660077,0.21423142434924464,1.5157096801485457,1.5636857243839244,1.5360769735052129,1.1443389084901148e-05,0.7257968643947439,True,False
LONG,Efficiency_Ratio:lo,False,False,False,46,0.13218390804597702,26,0.10276679841897234,0.19604956250229086,0.6742371998123303,0.52087860812889,0.6094417318367397,0.003692461539759032,0.30959103428897483,True,False
LONG,Harmonic_D2D_Concordance:==0,False,False,False,204,0.5862068965517241,222,0.8774703557312253,0.4805974125369933,1.2197462600916555,1.8021974154862432,1.4667863137029011,0.00013878084907246703,1.7153389356368403e-15,True,True
LONG,Harmonic_D2D_Concordance:==1,False,False,False,144,0.41379310344827586,31,0.1225296442687747,0.5194025874629875,0.7966712400672487,0.2387976061608415,0.5634816001252348,0.00013878084907246703,1.7153389356368403e-15,True,True
LONG,Harmonic_LLEMA:hi,False,False,True,141,0.4051724137931034,29,0.11462450592885376,0.5007054617765345,0.8092031038677433,0.23202511799591216,0.5681211158830192,0.0006157070653958651,9.188197587859658e-16,True,True
LONG,Harmonic_LLEMA:lo,False,False,False,15,0.04310344827586207,6,0.023715415019762844,0.013756936893641112,3.133215526763508,1.885346916815129,2.634929662159796,5.363386971653892e-05,0.2621107128787548,True,False
LONG,Harmonic_OBVf_Concordance:==0,False,False,True,204,0.5862068965517241,228,0.9011857707509882,0.5367868972038977,1.0920663294973354,1.6566846472680261,1.331582134111659,0.09125303826896483,1.1276134011414344e-18,False,True
LONG,Harmonic_OBVf_Concordance:==1,False,False,False,144,0.41379310344827586,25,0.09881422924901186,0.4632131027960848,0.893310445992361,0.21668333549770272,0.611048261034961,0.09125303826896483,1.1276134011414344e-18,False,True
LONG,KAMA_Dist:hi,False,False,True,232,0.6666666666666666,130,0.5138339920948617,0.6351323121276893,1.049650055487395,0.8141788532739016,0.9508896457513436,0.08286380889828812,0.0001985079687763293,False,True
