direction,condition,variable,in_book_this_dir,book_group,traded_bars_true,traded_rate,untraded_rate_hourmatched,untraded_rate_raw,lift_hourmatched,lift_raw,fisher_p_raw
LONG,ST_Flip_Event:==0,ST_Flip_Event,False,not-in-book,537,0.8935108153078203,0.9531267703297427,0.9531676377313961,0.9374522289398106,0.9374120353419015,5.996228935571152e-09
LONG,ST_Flip_Event:==1,ST_Flip_Event,True,LONG-only,27,0.04492512479201331,0.022686107586064944,0.024264326277749097,1.9802923274334112,1.8514886536623358,0.0031937930617873997
LONG,Session_High_Dist_ATR:hi,Session_High_Dist_ATR,False,SHORT-only,91,0.15141430948419302,0.08165143496064456,0.07294048233645549,1.8543986343555834,2.0758610943338454,1.680303607370381e-10
LONG,Session_High_Dist_ATR:lo,Session_High_Dist_ATR,True,both,166,0.2762063227953411,0.45995974681357044,0.47695257762371857,0.6005010758197765,0.5791064683442136,1.0017165719504317e-22
LONG,Session_High_Side:==-1,Session_High_Side,False,not-in-book,601,1.0,0.995364434144753,0.9946898738845048,1.0046571544011718,1.005338474086157,0.07635615538766449
LONG,Session_High_Side:==0,Session_High_Side,False,not-in-book,0,0.0,0.004635565855277234,0.005310126115495243,0.0,0.0,0.07635615538766449
LONG,Session_Low_Dist_ATR:hi,Session_Low_Dist_ATR,False,not-in-book,36,0.059900166389351084,0.16551404490776409,0.15487867836861124,0.3619038276946927,0.3867554076539102,2.4200667185101456e-12
LONG,Session_Low_Dist_ATR:lo,Session_Low_Dist_ATR,True,LONG-only,157,0.2612312811980033,0.11589089197080055,0.11918283059222656,2.2541139925286124,2.1918533055468608,2.5478499163024626e-20
LONG,Session_Low_Side:==0,Session_Low_Side,False,not-in-book,0,0.0,6.271447861730253e-05,7.375175160410059e-05,0.0,0.0,1.0
LONG,Session_Low_Side:==1,Session_Low_Side,False,not-in-book,601,1.0,0.9999372855214148,0.9999262482483959,1.0000627184119377,1.000073757191326,1.0
LONG,Slope_Accel_LT:hi,Slope_Accel_LT,True,both,179,0.2978369384359401,0.33450598311038005,0.3161000073751752,0.8903785088282266,0.9422237630081455,0.3696410145745393
LONG,Slope_Accel_LT:lo,Slope_Accel_LT,True,both,52,0.08652246256239601,0.028577340804480395,0.026698134080684416,3.027659681646478,3.2407681488495235,1.7602832387982677e-12
LONG,Slope_Accel_ST:hi,Slope_Accel_ST,False,SHORT-only,197,0.3277870216306156,0.3101162249778082,0.31543624161073824,1.056981206494668,1.0391546004885475,0.5303285938149684
LONG,Slope_Accel_ST:lo,Slope_Accel_ST,True,both,170,0.28286189683860236,0.26859877425490847,0.25171472822479535,1.05310196453152,1.1237399528961645,0.0932080806227421
LONG,Slope_EMA_LT:hi,Slope_EMA_LT,False,SHORT-only,115,0.1913477537437604,0.3492792664587972,0.33859429161442584,0.5478359929112276,0.5651239801811473,5.7847494028709805e-15
LONG,Slope_EMA_LT:lo,Slope_EMA_LT,False,not-in-book,282,0.46921797004991683,0.1988321042327908,0.19286083044472307,2.359870262704461,2.432935547191901,3.507588436283801e-50
LONG,Slope_EMA_ST:hi,Slope_EMA_ST,True,both,220,0.36605657237936773,0.6170684820607628,0.5976841949996312,0.5932187156227533,0.612458176812913,7.023608744512135e-29
LONG,Slope_EMA_ST:lo,Slope_EMA_ST,True,both,174,0.2895174708818636,0.034817339049227285,0.030680728667305847,8.31532445579838,9.43646006655574,8.013532911247583e-103
LONG,Sqz_State:==-1,Sqz_State,True,both,379,0.6306156405990017,0.5594167673864883,0.5685522531160115,1.1272733985882188,1.1091603931614817,0.0027627675410336356
LONG,Sqz_State:==1,Sqz_State,True,LONG-only,222,0.36938435940099834,0.44058323261351573,0.4314477468839885,0.8383985863688694,0.856150859678314,0.0027627675410336356
LONG,Sqz_Val:hi,Sqz_Val,True,both,318,0.5291181364392679,0.5309324769919138,0.52194114610222,0.9965827282540232,1.0137505739692005,0.7386831744804523
LONG,Sqz_Val:lo,Sqz_Val,False,not-in-book,124,0.20632279534109818,0.11014517154342579,0.09993362342355631,1.8731896500769754,2.064598363121734,6.284577245297535e-14
LONG,TChan_A15:hi,TChan_A15,True,both,334,0.5557404326123128,0.4692613831086554,0.41323106423777567,1.1842875902780892,1.3448660585026502,7.83117920992061e-12
LONG,TChan_A15:lo,TChan_A15,False,not-in-book,10,0.016638935108153077,0.04240298077654112,0.06755660446935614,0.39240012856262085,0.24629620210856723,1.5651132364383616e-08
LONG,Trend_Concordance:==0,Trend_Concordance,False,not-in-book,172,0.28618968386023297,0.19736334979137993,0.19706468028615678,1.45006499009439,1.4522626959060252,3.040850588415935e-07
LONG,Trend_Concordance:==1,Trend_Concordance,False,not-in-book,429,0.7138103161397671,0.8026366502086011,0.8029353197138432,0.8893318240006253,0.8890010174096722,3.040850588415935e-07
LONG,Trend_Conflict:==0,Trend_Conflict,False,not-in-book,429,0.7138103161397671,0.8026366502086011,0.8029353197138432,0.8893318240006253,0.8890010174096722,3.040850588415935e-07
LONG,Trend_Conflict:==1,Trend_Conflict,False,not-in-book,172,0.28618968386023297,0.19736334979137993,0.19706468028615678,1.45006499009439,1.4522626959060252,3.040850588415935e-07
LONG,Upper_Wick:hi,Upper_Wick,True,both,339,0.5640599001663894,0.40362585639520804,0.38808171694077737,1.3974820770998706,1.453456515841139,1.6711903901310536e-17
LONG,Upper_Wick:lo,Upper_Wick,False,not-in-book,48,0.07986688851913477,0.11668930772191967,0.12205914890478649,0.684440503404684,0.6543293905927181,0.0013232179710474402
LONG,VAH_Dist_ATR:hi,VAH_Dist_ATR,True,LONG-only,50,0.08319467554076539,0.1924043671301028,0.18268308872335717,0.4323949439490092,0.4554043623969471,2.023091168378111e-11
LONG,VAH_Dist_ATR:lo,VAH_Dist_ATR,False,not-in-book,116,0.1930116472545757,0.08195014315767932,0.0867320598864223,2.355232581878524,2.22537833769115,3.806509586645095e-15
LONG,VAH_Side:==-1,VAH_Side,False,SHORT-only,9,0.014975041597337771,0.004698520804792166,0.006047643631536249,3.187182140827016,2.476177914857352,0.014982472092026442
LONG,VAH_Side:==0,VAH_Side,False,SHORT-only,2,0.0033277870216306157,0.0035155760292606827,0.00368758758020503,0.9465837159921816,0.9024292845257904,1.0
LONG,VAH_Side:==1,VAH_Side,False,not-in-book,590,0.9816971713810316,0.9917859031659745,0.9902647687882588,0.9898277120568687,0.9913481750767414,0.05561395771006878
LONG,VAL_Dist_ATR:hi,VAL_Dist_ATR,False,not-in-book,43,0.07154742096505824,0.17344323666400457,0.16476141308356074,0.4125120260737546,0.4342486485520254,4.397776752212636e-11
LONG,VAL_Dist_ATR:lo,VAL_Dist_ATR,False,not-in-book,142,0.23627287853577372,0.1012614027630781,0.10347370750055314,2.3332965186012955,2.283409807602677,1.1481395263242325e-19
LONG,VAL_Side:==-1,VAL_Side,False,SHORT-only,0,0.0,0.00014236522017671083,0.00014750350320820118,0.0,0.0,1.0
LONG,VAL_Side:==0,VAL_Side,False,SHORT-only,0,0.0,0.0028151650262684177,0.0028763183125599234,0.0,0.0,0.4126798776292485
LONG,VAL_Side:==1,VAL_Side,False,not-in-book,601,1.0,0.9970424697535838,0.9969761781842319,1.0029663031777845,1.0030329930463087,0.4202490041411061
LONG,VA_Position:hi,VA_Position,True,both,165,0.27454242928452577,0.41448329922921695,0.3785677409838484,0.6623727175378874,0.7252134811355708,1.6973169003594116e-07
LONG,VA_Position:lo,VA_Position,False,not-in-book,58,0.09650582362728785,0.08296419642331944,0.08982963345379452,1.1632225440342137,1.074320576816417,0.5604298785725232
LONG,VWAP_Dist_ATR:hi,VWAP_Dist_ATR,False,not-in-book,65,0.10815307820299501,0.14867193606642637,0.13312191164540157,0.7274612886905057,0.8124363364844374,0.08443124287567128
